"dci"	"dcirenommer"	"relation"	"code"	"substances"	"validation"
"OXYCODONE"		"hasform"	"5087"	"CHLORHYDRATE D'OXYCODONE"	"semiautomatique"
"OXYCODONE"		"hasform"	"5087"	"OXYCODONE (CHLORHYDRATE D')"	"semiautomatique"
"OXYMETAZOLINE"		"hasform"	"5080"	"CHLORHYDRATE D'OXYMÉTAZOLINE"	"semiautomatique"
"OXYPHENBUTAZONE"		"same"	"2188"	"OXYPHENBUTAZONE"	"automatique"
"OXYTETRACYCLINE"		"same"	"2196"	"OXYTÉTRACYCLINE"	"automatique"
"OXYTETRACYCLINE"		"same"	"2196"	"OXYTÉTRACYCLINE ANHYDRE"	"automatique"
"OXYTETRACYCLINE"		"same"	"2196"	"OXYTÉTRACYCLINE BASE"	"automatique"
"OXYTETRACYCLINE"		"hasform"	"20651"	"OXYTÉTRACYCLINE DIHYDRATÉE"	"semiautomatique"
"OXYTETRACYCLINE"		"hasform"	"3955"	"OXYTÉTRACYCLINE (CHLORHYDRATE D')"	"semiautomatique"
"OXYTETRACYCLINE"		"hasform"	"3955"	"CHLORHYDRATE D'OXYTÉTRACYCLINE"	"semiautomatique"
"PACLITAXEL"		"same"	"20030"	"PACLITAXEL"	"automatique"
"PALIPERIDONE"		"same"	"19944"	"PALIPÉRIDONE"	"automatique"
"PALIPERIDONE"		"hasform"	"27104"	"PALMITATE DE PALIPÉRIDONE"	"semiautomatique"
"PANCURONIUM"		"hasform"	"3488"	"BROMURE DE PANCURONIUM"	"semiautomatique"
"PANTOPRAZOLE"		"same"	"38524"	"PANTOPRAZOLE"	"automatique"
"PANTOPRAZOLE"		"hasform"	"61182"	"PANTOPRAZOLE SODIQUE ANHYDRE"	"semiautomatique"
"PANTOPRAZOLE"		"hasform"	"67373"	"PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ"	"semiautomatique"
"PARACETAMOL"		"same"	"2202"	"PARACÉTAMOL"	"automatique"
"PARAFFINE"		"same"	"19236"	"PARAFFINE LIQUIDE"	"semiautomatique"
"PARAFFINE"		"hasform"	"12566"	"PARAFFINE LIQUIDE LÉGÈRE"	"semiautomatique"
"PARAFFINE"		"hasform"	"18620"	"PARAFFINE SOLIDE"	"semiautomatique"
"PARAFFINE"		"hasform"	"18620"	"CIRE DE PARAFFINE"	"semiautomatique"
"PARECOXIB"		"same"	"62228"	"PARÉCOXIB"	"automatique"
"PARECOXIB"		"hasform"	"50124"	"PARÉCOXIB SODIQUE"	"semiautomatique"
"PARITAPREVIR"		"same"	"93622"	"PARITAPRÉVIR"	"automatique"
"PAROXETINE"		"same"	"51891"	"PAROXÉTINE BASE"	"semiautomatique"
"PAROXETINE"		"hasform"	"18265"	"CHLORHYDRATE DE PAROXÉTINE HÉMIHYDRATÉ"	"semiautomatique"
"PAROXETINE"		"hasform"	"31513"	"MÉSILATE DE PAROXÉTINE"	"semiautomatique"
"PAROXETINE"		"hasform"	"31513"	"PAROXÉTINE (MÉSILATE DE)"	"semiautomatique"
"PAROXETINE"		"hasform"	"47018"	"CHLORHYDRATE DE PAROXÉTINE ANHYDRE"	"semiautomatique"
"PASIREOTIDE"		"same"	"43910"	"PASIRÉOTIDE"	"automatique"
"PASIREOTIDE"		"hasform"	"41583"	"PAMOATE DE PASIRÉOTIDE"	"semiautomatique"
"PASIREOTIDE"		"hasform"	"92248"	"DIASPARTATE DE PASIRÉOTIDE"	"semiautomatique"
"P A S SODIQUE"	"p a s sodique anhydre"	"same"	"69076"	"P A S SODIQUE ANHYDRE"	"manuelle"
"PAZOPANIB"		"same"	"82348"	"PAZOPANIB"	"automatique"
"PAZOPANIB"		"hasform"	"87477"	"PAZOPANIB (CHLORHYDRATE DE)"	"semiautomatique"
"PEFLOXACINE"		"same"	"14129"	"PÉFLOXACINE"	"automatique"
"PEFLOXACINE"		"hasform"	"25282"	"PÉFLOXACINE (MÉSILATE DE) DIHYDRATÉ"	"semiautomatique"
"PEFLOXACINE"		"hasform"	"25282"	"MÉSILATE DE PÉFLOXACINE DIHYDRATÉ"	"semiautomatique"
"PEG-INTERFERON ALFA-2A"	"peginterferon alfa-2a"	"same"	"76196"	"PEGINTERFÉRON ALFA-2A "	"manuelle"
"PEMETREXED"		"same"	"23684"	"PÉMÉTREXED"	"automatique"
"PEMETREXED"		"hasform"	"62047"	"PÉMÉTREXED DISODIQUE"	"semiautomatique"
"PENFLURIDOL"		"same"	"3492"	"PENFLURIDOL"	"automatique"
"PENICILLAMINE"		"same"	"390"	"PÉNICILLAMINE"	"automatique"
"PENTAMIDINE"		"hasform"	"6375"	"PENTAMIDINE (ISÉTIONATE DE)"	"semiautomatique"
"PENTAZOCINE"		"same"	"2788"	"PENTAZOCINE"	"automatique"
"PENTOSTATINE"		"same"	"68172"	"PENTOSTATINE"	"automatique"
"PENTOXIFYLLINE"		"same"	"3511"	"PENTOXIFYLLINE"	"automatique"
"PERAMPANEL"		"same"	"74405"	"PÉRAMPANEL"	"automatique"
"PERGOLIDE"		"same"	"57067"	"PERGOLIDE BASE"	"semiautomatique"
"PERGOLIDE"		"hasform"	"7327"	"PERGOLIDE (MÉSILATE DE)"	"semiautomatique"
"PERGOLIDE"		"hasform"	"7327"	"MÉSILATE DE PERGOLIDE"	"semiautomatique"
"PERHEXILINE"		"hasform"	"3502"	"PERHEXILINE (MALEATE DE)"	"semiautomatique"
"PERINDOPRIL TERT-BUTYLAMINE"		"same"	"9586"	"PÉRINDOPRIL TERT-BUTYLAMINE"	"automatique"
"PERINDOPRIL TERT-BUTYLAMINE"		"same"	"9586"	"TERT-BUTYLAMINE DE PÉRINDOPRIL"	"automatique"
"PERINDOPRIL TERT-BUTYLAMINE"		"formof"	"52431"	"PÉRINDOPRIL"	"semiautomatique"
"PERPHENAZINE"		"hasform"	"93659"	"PERPHÉNAZINE (ÉNANTATE DE)"	"semiautomatique"
"PETHIDINE"		"hasform"	"2799"	"CHLORHYDRATE DE PÉTHIDINE"	"semiautomatique"
"PHENINDIONE"		"same"	"2822"	"PHÉNINDIONE"	"automatique"
"PHENIRAMINE"		"hasform"	"3460"	"PHÉNIRAMINE (MALÉATE DE)"	"semiautomatique"
"PHENIRAMINE"		"hasform"	"3460"	"MALÉATE DE PHÉNIRAMINE"	"semiautomatique"
"PHENOBARBITAL"		"same"	"2825"	"PHÉNOBARBITAL"	"automatique"
"PHENOBARBITAL"		"hasform"	"2826"	"PHÉNOBARBITAL SODIQUE"	"semiautomatique"
"PHENOPERIDINE"		"same"	"7584"	"PHÉNOPÉRIDINE"	"automatique"
"PHENOPERIDINE"		"hasform"	"2832"	"CHLORHYDRATE DE PHENOPERIDINE"	"semiautomatique"
"PHENOXYMETHYLPENICILLINE"		"same"	"2836"	"PENICILLINE V"	"automatique"
"PHENOXYMETHYLPENICILLINE"		"same"	"2836"	"PHÉNOXYMÉTHYLPÉNICILLINE"	"automatique"
"PHENOXYMETHYLPENICILLINE"		"hasform"	"3495"	"BENZATHINE PHÉNOXYMÉTHYLPÉNICILLINE"	"semiautomatique"
"PHENOXYMETHYLPENICILLINE"		"hasform"	"3504"	"PHÉNOXYMÉTHYLPÉNICILLINE POTASSIQUE"	"semiautomatique"
"PHENYLBUTAZONE"		"same"	"2843"	"PHÉNYLBUTAZONE"	"automatique"
"PHENYLBUTAZONE"		"hasform"	"429"	"PHÉNYLBUTAZONE-PIPÉRAZINE"	"semiautomatique"
"PHENYLEPHRINE"		"same"	"2438"	"PHÉNYLÉPHRINE"	"automatique"
"PHENYLEPHRINE"		"same"	"2438"	"NEOSYNEPHRINE"	"automatique"
"PHENYLEPHRINE"		"hasform"	"3088"	"NÉOSYNÉPHRINE (CHLORHYDRATE DE)"	"semiautomatique"
"PHENYLEPHRINE"		"hasform"	"3088"	"CHLORHYDRATE DE PHÉNYLÉPHRINE"	"semiautomatique"
"PHENYLEPHRINE"		"hasform"	"3088"	"PHÉNYLÉPHRINE (CHLORHYDRATE DE)"	"semiautomatique"
"PHENYLEPHRINE"		"hasform"	"3206"	"HEPARINE PHENYLEPHRINE MEGLUMINE"	"semiautomatique"
"PHENYLTOLOXAMINE"		"same"	"15814"	"PHÉNYLTOLOXAMINE"	"automatique"
"PHENYLTOLOXAMINE"		"hasform"	"2845"	"CATIORESINE SULFONATE DE PHENYLTOLOXAMINE"	"semiautomatique"
"PHENYLTOLOXAMINE"		"hasform"	"4053"	"PHÉNYLTOLOXAMINE (CITRATE DE)"	"semiautomatique"
"PHENYLTOLOXAMINE"		"hasform"	"4053"	"CITRATE DE PHÉNYLTOLOXAMINE"	"semiautomatique"
"PHENYTOINE"		"same"	"2107"	"PHÉNYTOÏNE"	"automatique"
"PHENYTOINE"		"hasform"	"381"	"PHÉNYTOÏNE SODIQUE"	"semiautomatique"
"PHOLCODINE"		"same"	"2109"	"PHOLCODINE"	"automatique"
"PHOSPHORE"		"same"	"56593"	"PHOSPHORE"	"automatique"
"PILOCARPINE"		"same"	"16025"	"PILOCARPINE"	"automatique"
"PILOCARPINE"		"hasform"	"3085"	"PILOCARPINE (CHLORHYDRATE DE)"	"semiautomatique"
"PILOCARPINE"		"hasform"	"3085"	"CHLORHYDRATE DE PILOCARPINE"	"semiautomatique"
"PILOCARPINE"		"hasform"	"77"	"NITRATE DE PILOCARPINE"	"semiautomatique"
"PILOCARPINE"		"hasform"	"77"	"PILOCARPINE (NITRATE DE)"	"semiautomatique"
"PIMETHIXENE"	"pimetixene"	"same"	"5613"	"PIMÉTIXÈNE"	"manuelle"
"PIMOZIDE"		"same"	"2126"	"PIMOZIDE"	"automatique"
"PINDOLOL"		"same"	"78"	"PINDOLOL"	"automatique"
"PIOGLITAZONE"		"same"	"17092"	"PIOGLITAZONE BASE"	"semiautomatique"
"PIOGLITAZONE"		"hasform"	"31147"	"PIOGLITAZONE (CHLORHYDRATE DE)"	"semiautomatique"
"PIOGLITAZONE"		"hasform"	"31147"	"CHLORHYDRATE DE PIOGLITAZONE"	"semiautomatique"
"PIPAMPERONE"		"same"	"20950"	"PIPAMPÉRONE BASE"	"semiautomatique"
"PIPAMPERONE"		"hasform"	"2130"	"PIPAMPÉRONE (CHLORHYDRATE DE)"	"semiautomatique"
"PIPERACILLINE"		"same"	"67102"	"PIPÉRACILLINE"	"automatique"
"PIPERACILLINE"		"same"	"67102"	"PIPÉRACILLINE BASE"	"automatique"
"PIPERACILLINE"		"hasform"	"19437"	"PIPÉRACILLINE SODIQUE"	"semiautomatique"
"PIPERAQUINE"		"hasform"	"21697"	"PIPÉRAQUINE (TÉTRAPHOSPHATE DE)"	"semiautomatique"
"PIPERAQUINE"		"hasform"	"76779"	"PIPÉRAQUINE (TÉTRAPHOSPHATE DE) TÉTRAHYDRATÉ"	"semiautomatique"
"PIPERAZINE"		"same"	"89272"	"PIPÉRAZINE"	"automatique"
"PIPERAZINE"		"hasform"	"4470"	"PIPÉRAZINE (CAMSILATE DE)"	"semiautomatique"
"PIPERAZINE"		"hasform"	"3470"	"PIPÉRAZINE (CITRATE DE)"	"semiautomatique"
"PIPERAZINE"		"hasform"	"3483"	"PIPÉRAZINE (HYDRATE DE)"	"semiautomatique"
"PIPERAZINE"		"hasform"	"3483"	"HYDRATE DE PIPÉRAZINE"	"semiautomatique"
"PIPERAZINE"		"hasform"	"429"	"PHÉNYLBUTAZONE-PIPÉRAZINE"	"semiautomatique"
"PIPOBROMAN"		"same"	"81"	"PIPOBROMAN"	"automatique"
"PIPOTIAZINE"		"same"	"82"	"PIPOTIAZINE"	"automatique"
"PIPOTIAZINE"		"hasform"	"3498"	"PIPOTIAZINE (PALMITATE DE)"	"semiautomatique"
"PIRARUBICINE"		"same"	"79714"	"PIRARUBICINE"	"automatique"
"PIRETANIDE"		"same"	"85116"	"PIRÉTANIDE"	"automatique"
"PIRFENIDONE"		"same"	"21875"	"PIRFÉNIDONE"	"automatique"
"PIRIBEDIL"		"same"	"5751"	"PIRIBÉDIL"	"automatique"
"PIRIBEDIL"		"hasform"	"630"	"PIRIBÉDIL (MÉSILATE DE)"	"semiautomatique"
"PIROXICAM"		"same"	"25336"	"PIROXICAM"	"automatique"
"PIROXICAM-BETADEX"	"piroxicam-betacyclodextrine (complexe)"	"same"	"65918"	"PIROXICAM-BÉTACYCLODEXTRINE (COMPLEXE)"	"manuelle"
"PIROXICAM-BETADEX"	"piroxicam-betacyclodextrine (complexe)"	"same"	"65918"	"COMPLEXE PIROXICAM-BÉTACYCLODEXTRINE"	"manuelle"
"PITAVASTATINE"		"same"	"96697"	"PITAVASTATINE"	"automatique"
"PITAVASTATINE"		"hasform"	"39413"	"PITAVASTATINE CALCIQUE"	"semiautomatique"
"PIVAMPICILLINE"		"same"	"306"	"PIVAMPICILLINE"	"automatique"
"PIXANTRONE"		"same"	"73219"	"PIXANTRONE"	"automatique"
"PIXANTRONE"		"hasform"	"15285"	"PIXANTRONE  (DIMALÉATE DE)"	"semiautomatique"
"PIZOTIFENE"		"same"	"26562"	"PIZOTIFÈNE BASE"	"semiautomatique"
"PIZOTIFENE"		"hasform"	"86"	"MALATE DE PIZOTIFÈNE"	"semiautomatique"
"PLICAMYCINE"		"same"	"785"	"PLICAMYCINE"	"automatique"
"POLYMYXINE B"		"same"	"17908"	"POLYMYXINE B"	"automatique"
"POLYMYXINE B"		"hasform"	"3434"	"POLYMYXINE B (SULFATE DE)"	"semiautomatique"
"POLYMYXINE B"		"hasform"	"3434"	"SULFATE DE POLYMYXINE B"	"semiautomatique"
"POLY (STYRENESULFONATE DE CALCIUM)"	"polystyrene sulfonate de calcium"	"same"	"11456"	"POLYSTYRÈNE SULFONATE DE CALCIUM"	"manuelle"
"POLY (STYRENESULFONATE DE CALCIUM)"	"polystyrene sulfonate de calcium"	"same"	"11456"	"CALCIUM (POLYSTYRÈNE SULFONATE DE)"	"manuelle"
"PONATINIB"		"same"	"20433"	"PONATINIB"	"automatique"
"PONATINIB"		"hasform"	"44076"	"CHLORHYDRATE DE PONATINIB"	"semiautomatique"
"POSACONAZOLE"		"same"	"54201"	"POSACONAZOLE"	"automatique"
"POTASSIUM"		"same"	"30272"	"POTASSIUM"	"automatique"
"POTASSIUM"		"hasform"	"10427"	"POTASSIUM (PERRHÉNATE DE)"	"semiautomatique"
"POTASSIUM"		"hasform"	"2905"	"GAÏACOLSULFONATE DE POTASSIUM"	"semiautomatique"
"POTASSIUM"		"hasform"	"2905"	"SULFOGAÏACOL"	"semiautomatique"
"POTASSIUM"		"hasform"	"65539"	"GLYCEROPHOSPHATE DE POTASSIUM ANHYDRE"	"semiautomatique"
"POTASSIUM"		"hasform"	"93"	"POTASSIUM (CHLORURE DE)"	"semiautomatique"
"POTASSIUM"		"hasform"	"95"	"POTASSIUM (IODURE DE)"	"semiautomatique"
"POTASSIUM"		"hasform"	"96"	"POTASSIUM (HYDROXYDE DE)"	"semiautomatique"
"POTASSIUM"		"hasform"	"93"	"CHLORURE DE POTASSIUM"	"semiautomatique"
"POTASSIUM"		"hasform"	"97"	"PERMANGANATE DE POTASSIUM"	"semiautomatique"
"POTASSIUM"		"hasform"	"95"	"IODURE DE POTASSIUM"	"semiautomatique"
"POTASSIUM"		"hasform"	"96"	"HYDROXYDE DE POTASSIUM"	"semiautomatique"
"POTASSIUM (CITRATE DE)"		"same"	"855"	"CITRATE DE POTASSIUM"	"semiautomatique"
"POVIDONE"		"same"	"19476"	"POVIDONE"	"automatique"
"POVIDONE IODEE"		"same"	"3496"	"POLYVIDONE IODÉE"	"automatique"
"POVIDONE IODEE"		"same"	"3496"	"POVIDONE IODÉE"	"automatique"
"PRAMIPEXOLE"		"same"	"47554"	"PRAMIPEXOLE"	"automatique"
"PRAMIPEXOLE"		"same"	"47554"	"PRAMIPEXOLE BASE"	"automatique"
"PRAMIPEXOLE"		"hasform"	"18827"	"DICHLORHYDRATE DE PRAMIPEXOLE MONOHYDRATÉ"	"semiautomatique"
"PRAMIPEXOLE"		"hasform"	"18827"	"PRAMIPEXOLE (DICHLORHYDRATE DE) MONOHYDRATÉ"	"semiautomatique"
"PRASUGREL"		"same"	"30470"	"PRASUGREL"	"automatique"
"PRASUGREL"		"hasform"	"80432"	"PRASUGREL (CHLORHYDRATE DE)"	"semiautomatique"
"PRAVASTATINE"		"hasform"	"73208"	"PRAVASTATINE SODIQUE"	"semiautomatique"
"PRAZEPAM"		"same"	"2165"	"PRAZÉPAM"	"automatique"
"PRAZIQUANTEL"		"same"	"13274"	"PRAZIQUANTEL"	"automatique"
"PRAZOSINE"		"same"	"53450"	"PRAZOSINE BASE"	"semiautomatique"
"PRAZOSINE"		"hasform"	"859"	"PRAZOSINE (CHLORHYDRATE DE)"	"semiautomatique"
"PREDNISOLONE"		"same"	"2169"	"PREDNISOLONE"	"automatique"
"PREDNISOLONE"		"hasform"	"3478"	"PHOSPHATE DISODIQUE DE PREDNISOLONE"	"semiautomatique"
"PREDNISOLONE"		"hasform"	"3478"	"PREDNISOLONE (PHOSPHATE SODIQUE DE)"	"semiautomatique"
"PREDNISOLONE"		"hasform"	"3478"	"PREDNISOLONE (PHOSPHATE DISODIQUE DE)"	"semiautomatique"
"PREDNISOLONE"		"hasform"	"29286"	"PREDNISOLONE ESTER MONOPHOSPHORIQUE"	"semiautomatique"
"PREDNISOLONE"		"hasform"	"3981"	"PREDNISOLONE (MÉTASULFOBENZOATE SODIQUE DE)"	"semiautomatique"
"PREDNISOLONE"		"hasform"	"3980"	"ACÉTATE DE PREDNISOLONE"	"semiautomatique"
"PREDNISOLONE"		"hasform"	"3981"	"MÉTASULFOBENZOATE SODIQUE DE PREDNISOLONE"	"semiautomatique"
"PREDNISOLONE"		"hasform"	"500"	"PREDNISOLONE (CAPROATE DE)"	"semiautomatique"
"PREDNISOLONE"		"hasform"	"66574"	"ESTER MONOPHOSPHORIQUE DE PREDNISOLONE"	"semiautomatique"
"PREDNISONE"		"same"	"2171"	"PREDNISONE"	"automatique"
"PREGABALINE"		"same"	"39422"	"PRÉGABALINE"	"automatique"
"PRILOCAINE"		"same"	"85184"	"PRILOCAÏNE"	"automatique"
"PRILOCAINE"		"hasform"	"3507"	"PRILOCAÏNE (CHLORHYDRATE DE)"	"semiautomatique"
"PRILOCAINE"		"hasform"	"3507"	"CHLORHYDRATE DE PRILOCAÏNE"	"semiautomatique"
"PRIMIDONE"		"same"	"5627"	"PRIMIDONE"	"automatique"
"PRISTINAMYCINE"		"same"	"2215"	"PRISTINAMYCINE"	"automatique"
"PROBENECIDE"		"same"	"2218"	"PROBÉNÉCIDE"	"automatique"
"PROCARBAZINE"		"same"	"79190"	"PROCARBAZINE"	"automatique"
"PROCARBAZINE"		"hasform"	"4841"	"CHLORHYDRATE DE PROCARBAZINE"	"semiautomatique"
"PROGESTERONE"		"same"	"2229"	"PROGESTÉRONE"	"automatique"
"PROGUANIL"		"hasform"	"30216"	"CHLORHYDRATE DE PROGUANIL"	"semiautomatique"
"PROGUANIL"		"hasform"	"30216"	"PROGUANIL (CHLORHYDRATE DE)"	"semiautomatique"
"PROMEGESTONE"		"same"	"26150"	"PROMÉGESTONE"	"automatique"
"PROMESTRIENE"		"same"	"588"	"PROMESTRIÈNE"	"automatique"
"PROMETHAZINE"		"same"	"2236"	"PROMÉTHAZINE"	"automatique"
"PROMETHAZINE"		"hasform"	"3595"	"CATIORÉSINE CARBOXYLATE DE PROMÉTHAZINE"	"semiautomatique"
"PROMETHAZINE"		"hasform"	"5333"	"PROMÉTHAZINE (CHLORHYDRATE DE)"	"semiautomatique"
"PROMETHAZINE"		"hasform"	"5333"	"CHLORHYDRATE DE PROMÉTHAZINE"	"semiautomatique"
"PROPAFENONE"		"hasform"	"28459"	"PROPAFÉNONE (CHLORHYDRATE DE)"	"semiautomatique"
"PROPERICIAZINE"		"same"	"2247"	"PROPÉRICIAZINE"	"automatique"
"PROPRANOLOL"		"same"	"21771"	"PROPRANOLOL"	"automatique"
"PROPRANOLOL"		"hasform"	"2258"	"CHLORHYDRATE DE PROPRANOLOL"	"semiautomatique"
"PROPRANOLOL"		"hasform"	"2258"	"PROPRANOLOL (CHLORHYDRATE DE)"	"semiautomatique"
"PRUCALOPRIDE"		"same"	"17561"	"PRUCALOPRIDE"	"automatique"
"PRUCALOPRIDE"		"hasform"	"93564"	"PRUCALOPRIDE SUCCINATE"	"semiautomatique"
"PSEUDOEPHEDRINE"		"same"	"90615"	"PSEUDO-ÉPHÉDRINE"	"automatique"
"PSEUDOEPHEDRINE"		"same"	"90615"	"PSEUDOÉPHÉDRINE"	"automatique"
"PSEUDOEPHEDRINE"		"hasform"	"2278"	"PSEUDOÉPHÉDRINE (CHLORHYDRATE DE)"	"semiautomatique"
"PSEUDOEPHEDRINE"		"hasform"	"2278"	"CHLORHYDRATE DE PSEUDOÉPHÉDRINE"	"semiautomatique"
"PSEUDOEPHEDRINE"		"hasform"	"43127"	"PSEUDOÉPHÉDRINE (SULFATE DE)"	"semiautomatique"
"PSEUDOEPHEDRINE"		"hasform"	"43127"	"SULFATE DE PSEUDOÉPHÉDRINE"	"semiautomatique"
"PYRAZINAMIDE"		"same"	"28889"	"PYRAZINAMIDE"	"automatique"
"PYRIDOSTIGMINE"		"hasform"	"2283"	"PYRIDOSTIGMINE (BROMURE DE)"	"semiautomatique"
"PYRIDOSTIGMINE"		"hasform"	"2283"	"BROMURE DE PYRIDOSTIGMINE"	"semiautomatique"
"PYRIMETHAMINE"		"same"	"2285"	"PYRIMÉTHAMINE"	"automatique"
"QUETIAPINE"		"same"	"59691"	"QUÉTIAPINE"	"automatique"
"QUETIAPINE"		"hasform"	"38607"	"FUMARATE DE QUÉTIAPINE"	"semiautomatique"
"QUETIAPINE"		"hasform"	"38607"	"QUÉTIAPINE (HÉMIFUMARATE DE)"	"semiautomatique"
"QUINAGOLIDE"		"same"	"78915"	"QUINAGOLIDE"	"automatique"
"QUINAGOLIDE"		"hasform"	"64091"	"CHLORHYDRATE DE QUINAGOLIDE"	"semiautomatique"
"QUINAPRIL"		"same"	"87533"	"QUINAPRIL BASE"	"semiautomatique"
"QUINAPRIL"		"hasform"	"8736"	"CHLORHYDRATE DE QUINAPRIL"	"semiautomatique"
"QUINAPRIL"		"hasform"	"8736"	"QUINAPRIL (CHLORHYDRATE DE)"	"semiautomatique"
"QUINIDINE"		"same"	"620"	"QUINIDINE BASE"	"automatique"
"QUINIDINE"		"same"	"620"	"QUINIDINE"	"automatique"
"QUINIDINE"		"hasform"	"2267"	"QUINIDINE (BISULFATE DE)"	"semiautomatique"
"QUINIDINE"		"hasform"	"23106"	"QUINIDINE (GLUCONATE DE)"	"semiautomatique"
"QUINIDINE"		"hasform"	"3516"	"QUINIDINE (POLYGALACTURONATE DE)"	"semiautomatique"
"QUINIDINE"		"hasform"	"26004"	"QUINIDINE (CHLORHYDRATE DE)"	"semiautomatique"
"QUINIDINE"		"hasform"	"4029"	"SULFATE DE QUINIDINE DIHYDRATÉ"	"semiautomatique"
"QUINIDINE"		"hasform"	"4029"	"QUINIDINE (SULFATE DE)"	"semiautomatique"
"QUINIDINE"		"hasform"	"4029"	"SULFATE DE QUINIDINE"	"semiautomatique"
"QUINIDINE"		"hasform"	"5138"	"QUINIDINE (ARABINOGALACTANE SULFATE DE)"	"semiautomatique"
"QUININE"		"same"	"616"	"QUININE"	"automatique"
"QUININE"		"same"	"616"	"QUININE BASE"	"automatique"
"QUININE"		"hasform"	"4027"	"QUININE (FORMIATE DE)"	"semiautomatique"
"QUININE"		"hasform"	"41851"	"BISULFATE DE QUININE ANHYDRE"	"semiautomatique"
"QUININE"		"hasform"	"5140"	"GLUCONATE DE QUININE"	"semiautomatique"
"QUININE"		"hasform"	"5139"	"QUININE (BENZOATE DE)"	"semiautomatique"
"QUININE"		"hasform"	"618"	"CHLORHYDRATE DE QUININE"	"semiautomatique"
"QUININE"		"hasform"	"619"	"SULFATE DE QUININE"	"semiautomatique"
"QUININE"		"hasform"	"69335"	"QUININE (BISULFATE DE) HEPTAHYDRATÉ"	"semiautomatique"
"QUININE"		"hasform"	"85436"	"QUININE (FORMIATE DE) MONOHYDRATÉ"	"semiautomatique"
"QUINUPRISTINE"		"same"	"42661"	"QUINUPRISTINE BASE"	"semiautomatique"
"QUINUPRISTINE"		"hasform"	"48541"	"MÉSILATE DE QUINUPRISTINE"	"semiautomatique"
"RABEPRAZOLE"		"same"	"67549"	"RABÉPRAZOLE BASE"	"automatique"
"RABEPRAZOLE"		"same"	"67549"	"RABÉPRAZOLE"	"automatique"
"RABEPRAZOLE"		"hasform"	"33342"	"RABÉPRAZOLE SODIQUE MONOHYDRATÉ"	"semiautomatique"
"RABEPRAZOLE"		"hasform"	"73953"	"RABÉPRAZOLE SODIQUE"	"semiautomatique"
"RACECADOTRIL"		"same"	"93657"	"RACÉCADOTRIL"	"automatique"
"RALTEGRAVIR"		"same"	"50058"	"RALTÉGRAVIR"	"automatique"
"RALTEGRAVIR"		"hasform"	"73622"	"RALTÉGRAVIR POTASSIQUE"	"semiautomatique"
"RALTITREXED"		"same"	"77479"	"RALTITREXED"	"automatique"
"RAMIPRIL"		"same"	"11532"	"RAMIPRIL"	"automatique"
"RANITIDINE"		"same"	"49632"	"RANITIDINE"	"automatique"
"RANITIDINE"		"same"	"49632"	"RANITIDINE BASE"	"automatique"
"RANITIDINE"		"hasform"	"25783"	"CHLORHYDRATE DE RANITIDINE"	"semiautomatique"
"RANITIDINE"		"hasform"	"25783"	"RANITIDINE (CHLORHYDRATE DE)"	"semiautomatique"
"RANOLAZINE"		"same"	"52040"	"RANOLAZINE"	"automatique"
"RASAGILINE"		"same"	"64818"	"RASAGILINE"	"automatique"
"RASAGILINE"		"hasform"	"48147"	"MÉSILATE DE RASAGILINE"	"semiautomatique"
"REGLISSE"		"same"	"243"	"RÉGLISSE (EXTRAIT DE) (SEC)"	"semiautomatique"
"REGLISSE"		"same"	"243"	"REGLISSE (RACINE DE) (EXTRAIT SEC DE)"	"semiautomatique"
"REGLISSE"		"hasform"	"206"	"RACINE DE REGLISSE"	"semiautomatique"
"REGLISSE"		"hasform"	"5236"	"REGLISSE (EXTRAIT BRUT DE)"	"semiautomatique"
"REGLISSE"		"hasform"	"84683"	"REGLISSE (RACINE DE) (EXTRAIT FLUIDE DE)"	"semiautomatique"
"REGORAFENIB"		"same"	"86579"	"RÉGORAFÉNIB"	"automatique"
"REGORAFENIB"		"hasform"	"77850"	"RÉGORAFÉNIB MONOHYDRATÉ"	"semiautomatique"
"REMIFENTANIL"		"same"	"85750"	"RÉMIFENTANIL"	"automatique"
"REMIFENTANIL"		"same"	"85750"	"RÉMIFENTANIL BASE"	"automatique"
"REMIFENTANIL"		"hasform"	"20668"	"CHLORHYDRATE DE RÉMIFENTANIL"	"semiautomatique"
"REPAGLINIDE"		"same"	"55485"	"RÉPAGLINIDE"	"automatique"
"RESERPINE"		"same"	"2329"	"RÉSERPINE"	"automatique"
"RETEPLASE"		"same"	"84765"	"RÉTÉPLASE "	"automatique"
"RETIGABINE"		"same"	"64569"	"RÉTIGABINE"	"automatique"
"REVIPARINE"		"hasform"	"99948"	"REVIPARINE SODIQUE "	"semiautomatique"
"RHUBARBE"		"same"	"865"	"RHUBARBE (POUDRE DE)"	"semiautomatique"
"RHUBARBE"		"hasform"	"73376"	"RHUBARBE (RACINE DE) (EXTRAIT SEC DE)"	"semiautomatique"
"RIBAVIRINE"		"same"	"15711"	"RIBAVIRINE"	"automatique"
"RICIN"		"same"	"4324"	"HUILE DE RICIN"	"semiautomatique"
"RICIN"		"same"	"4324"	"RICIN (HUILE DE)"	"semiautomatique"
"RICINUS COMMUNIS"	"ricin"	"same"	"4324"	"HUILE DE RICIN"	"manuelle"
"RICINUS COMMUNIS"	"ricin"	"same"	"4324"	"RICIN (HUILE DE)"	"manuelle"
