"CUI"	"synonymes"
"C0031979"	"pyrimidine, 2-(4-(1,3-benzodioxol-5-ylmethyl)-1-piperazinyl)-"
"C0031990"	"2h-1,2-benzothiazine-3-carboxamide, 4-hydroxy-2-methyl-n-2-pyridinyl-, 1,1-dioxide"
"C0031990"	"4-hydroxy-2-methyl-n-2-pyridinyl-2h-1,2-benzothiazine-3-carboximide-1,1-dioxide"
"C0031990"	"piroxicam"
"C0031990"	"pxm"
"C0031990"	"piroxicam (product)"
"C0031990"	"piroxicam (substance)"
"C0031990"	"piroxicam [chemical/ingredient]"
"C0031990"	"piroxicam product"
"C0031990"	"piroxicam product (substance)"
"C0031990"	"piroxicam (medication)"
"C0209263"	"piroxicam beta cyclodextrin"
"C0209263"	"piroxicam beta cyclodextrin (substance)"
"C0209263"	"piroxicam betadex"
"C0209263"	"piroxicam-beta-cyclodextrin"
"C0209263"	"piroxicam-beta-cyclodextrin (product)"
"C0209263"	"piroxicam-beta-cyclodextrin (substance)"
"C0209263"	"piroxicam-betadex"
"C0209263"	"piroxicam betadex (medication)"
"C0032032"	"4-thia-1-azabicyclo(3.2.0)heptane-2-carboxylic acid, 6-((aminophenylacetyl)amino)-3,3-dimethyl-7-oxo-, (2,2-dimethyl-1-oxopropoxy)methyl ester, (2s-(2alpha,5alpha,6beta(s*)))-"
"C0032032"	"ampicillin pivaloyl ester"
"C0032032"	"ester, ampicillin pivaloyl"
"C0032032"	"pivampicillin"
"C0032032"	"pivampicillin (product)"
"C0032032"	"pivampicillin (substance)"
"C0032032"	"pivampicillin [chemical/ingredient]"
"C0032032"	"pivampicillin product"
"C0032032"	"pivampicillin (medication)"
"C0253355"	"5,8-bis((2-aminoethyl)amino)-2-aza-anthracene-9,10-dione"
"C0253355"	"5,8-bis(2-aminoethylamino)-2-azaanthracene-9,10-dione"
"C0253355"	"6,9-aea-biqdo"
"C0253355"	"6,9-bis((2-aminoethyl)amino)benzo(g)isoquinoline-5,10-dione"
"C0253355"	"pixantrone"
"C0253355"	"pixantrone (substance)"
"C0032036"	"4-(9,10-dihydro-4h-benzo(4,5)cyclohepta(1,2-b)thien-4-ylidene)-1-methylpiperidine"
"C0032036"	"pizotyline"
"C0032036"	"piperidine, 4-(9,10-dihydro-4h-benzo(4,5)cyclohepta(1,2-b)thien-4-ylidene)-1-methyl-"
"C0032036"	"pizotifen"
"C0032036"	"pizotifen (product)"
"C0032036"	"pizotifen (substance)"
"C0032036"	"pizotifen product"
"C0032036"	"pizotifen product (substance)"
"C0032036"	"pizotyline [chemical/ingredient]"
"C0032036"	"pizotyline product"
"C0026234"	"acid, aureolic"
"C0026234"	"aureolic acid"
"C0026234"	"mth"
"C0026234"	"mith"
"C0026234"	"mithramycin"
"C0026234"	"mitramycin"
"C0026234"	"plicamycin"
"C0026234"	"plicamycin (product)"
"C0026234"	"plicamycin (substance)"
"C0026234"	"plicamycin [chemical/ingredient]"
"C0026234"	"mithramycin (medication)"
"C0026234"	"plicamycin (medication)"
"C2987417"	"3-(2-(imidazo(1,2-b)pyridazin-3-yl)ethynyl)-4-methyl-n-(4-((4-methylpiperazin-y-1-yl)methyl)-3-(trifluoromethyl)phenyl)benzamide"
"C2987417"	"benzamide, 3-(2-imidazo(1,2-b)pyridazin-3-ylethynyl)-4-methyl-n-(4-((4-methyl-1- piperazinyl)methyl)-3-(trifluoromethyl)phenyl)"
"C2987417"	"ponatinib"
"C2987417"	"ponatinib (product)"
"C2987417"	"ponatinib (substance)"
"C2987417"	"chemotherapeutics ponatinib"
"C2987417"	"ponatinib (medication)"
"C0936148"	"posaconazole"
"C0936148"	"posaconazole (product)"
"C0936148"	"posaconazole (substance)"
"C0936148"	"posaconazole (medication)"
"C0936148"	"posaconazole [chemical/ingredient]"
"C0032821"	"k"
"C0032821"	"k - potassium"
"C0032821"	"k element"
"C0032821"	"potassium"
"C0032821"	"potassium (nos)"
"C0032821"	"potassium (substance)"
"C0032821"	"potassium [chemical/ingredient]"
"C0032821"	"potassium product"
"C0032821"	"potassium product (product)"
"C0032821"	"potassium product (substance)"
"C0032821"	"potassium, nos"
"C0032821"	"potassium preparations"
"C0032821"	"potassium preparations (medication)"
"C0137996"	"2-hydroxy-1,2,3-propanetricarboxylic acid, potassium salt"
"C0137996"	"citrate, potassium"
"C0137996"	"potassium citrate"
"C0137996"	"potassium citrate [chemical/ingredient]"
"C0137996"	"potassium citrate (product)"
"C0137996"	"potassium citrate (substance)"
"C0137996"	"potassium citrate product"
"C0137996"	"citrate potassium"
"C0137996"	"pot cit (obsolete)"
"C0137996"	"potassium citrate (medication)"
"C0137996"	"potassium preparations potassium citrate"
"C0032856"	"2-pyrrolidinone, 1-ethenyl-, homopolymer"
"C0032856"	"povidone"
"C0032856"	"povidones"
"C0032856"	"pvp"
"C0032856"	"pvp - polyvinylpyrrolidone"
"C0032856"	"polvidone"
"C0032856"	"polyvidon"
"C0032856"	"polyvinyl pyrrolidone"
"C0032856"	"polyvinyl pyrrolidone (product)"
"C0032856"	"polyvinyl pyrrolidone (substance)"
"C0032856"	"polyvinylpyrrolidone"
"C0032856"	"polyvinylpyrrolidone (mouth)"
"C0032856"	"povidone (product)"
"C0032856"	"povidone (substance)"
"C0032856"	"povidone [chemical/ingredient]"
"C0032856"	"povidone [mouth]"
"C0032856"	"povidone [mouth] (product)"
"C0032856"	"povidone [mouth] (substance)"
"C0074710"	"2,6-benzothiazolediamine, 4,5,6,7-tetrahydro-n6-propyl-, (s)-"
"C0074710"	"2-amino-4,5,6,7-tetrahydro-6-propylaminobenzothiazole"
"C0074710"	"2-amino-6-propylaminotetrahydrobenzothiazole"
"C0074710"	"4,5,6,7-tetrahydro-n6-propyl-2,6-benzothiazole-diamine"
"C0074710"	"pramipexole"
"C0074710"	"pramipexole (product)"
"C0074710"	"pramipexole (substance)"
"C0074710"	"pramipexol"
"C1620287"	"prasugrel"
"C1620287"	"prasugrel (product)"
"C1620287"	"prasugrel (substance)"
"C1620287"	"antiplatelet prasugrel"
"C1620287"	"prasugrel (medication)"
"C0085542"	"1-naphthaleneheptanoic acid, 1,2,6,7,8,8a-hexahydro-beta,delta,6-trihydroxy-2-methyl-8-(2-methyl-1-oxobutoxy)-, (1s-(1alpha(betas*,deltas*),2alpha,6alpha,8beta(r*),8aalpha))-"
"C0085542"	"eptastatin"
"C0085542"	"hmg-coa reductase inhibitors pravastatin"
"C0085542"	"prav"
"C0085542"	"pravastatin"
"C0085542"	"pravastatin (product)"
"C0085542"	"pravastatin (substance)"
"C0085542"	"pravastatin [chemical/ingredient]"
"C0085542"	"[1s-[1alpha(betas*,deltas*),2alpha,6alpha,8beta(r*),8aalpha]]-1,2,6,7,8,8a-hexahydro-beta,!d,6-trihydroxy-2-methyl-8-(2-methyl-1-oxobutoxy)-1-naphthaleneheptanoic acid"
"C0085542"	"pravastatin (medication)"
"C0032910"	"2h-1,4-benzodiazepin-2-one, 7-chloro-1-(cyclopropylmethyl)-1,3-dihydro-5-phenyl-"
"C0032910"	"prazepam"
"C0032910"	"prazepam (product)"
"C0032910"	"prazepam (substance)"
"C0032910"	"prazepam [chemical/ingredient]"
"C0032910"	"prazepam (discontinued)"
"C0032910"	"prazepam (discontinued) (medication)"
"C0032912"	"1-(4-amino-6,7-dimethoxy-2-quinazolinyl)-4-(2-furanylcarbonyl)piperazine"
"C0032912"	"2-[4-(2-furoyl)piperazin-1-yl]-4-amino-6,7-dimethoxyquinazoline"
"C0032912"	"furazosin"
"C0032912"	"furazosin (product)"
"C0032912"	"furazosin (substance)"
"C0032912"	"prazosin"
"C0032912"	"piperazine, 1-(4-amino-6,7-dimethoxy-2-quinazolinyl)-4-(2-furanylcarbonyl)-"
"C0032912"	"prazosin (product)"
"C0032912"	"prazosin (substance)"
"C0032912"	"prazosin [chemical/ingredient]"
"C0032912"	"prazosin (medication)"
"C0032950"	"(11beta)-11,17,21-trihydroxypregna-1,4-diene-3,20-dione"
"C0032950"	".delta.1-hydrocortisone"
"C0032950"	"1,2-dehydrohydrocortisone"
"C0032950"	"delta(1)hydrocortisone"
"C0032950"	"delta-f"
"C0032950"	"delta1-dehydro-hydrocortisone"
"C0032950"	"deltahydrocortisone"
"C0032950"	"deltahydrocortisone preparation"
"C0032950"	"metacortandralone"
"C0032950"	"metacortandralone preparation"
"C0032950"	"prdl"
"C0032950"	"prednisolone"
"C0032950"	"prednisolone (substance)"
"C0032950"	"prednisolone [chemical/ingredient]"
"C0032950"	"prednisolone [endocrine use]"
"C0032950"	"prednisolone [endocrine use] (product)"
"C0032950"	"prednisolone [endocrine use] (substance)"
"C0032950"	"prednisolone [for preparations see rectal prednisolone]"
"C0032950"	"prednisolone [for preparations see rectal prednisolone] (product)"
"C0032950"	"prednisolone [for preparations see rectal prednisolone] (substance)"
"C0032950"	"prednisolone [see rectal pred]"
"C0032950"	"prednisolone preparation"
"C0032950"	"prednisolone preparation (product)"
"C0032950"	"prednisolone preparation (substance)"
"C0032950"	"prednisolone product"
"C0032950"	"prednisolonum"
"C0032950"	"pregna-1,4-diene-3,20-dione, 11,17,21-trihydroxy-, (11beta)-"
"C0032950"	"prednisolone (medication)"
"C0032952"	".delta.1-cortisone"
"C0032952"	"1, 2-dehydrocortisone"
"C0032952"	"1,2-dehydrocortisone"
"C0032952"	"17,21-dihydroxypregna-1,4-diene-3,11,20-trione"
"C0032952"	"1;2-dehydrocortisone"
"C0032952"	"dehydrocortisone"
"C0032952"	"delta 1-cortisone"
"C0032952"	"delta(1)-cortisone"
"C0032952"	"deltacortisone"
"C0032952"	"deltacortisone preparation"
"C0032952"	"deltadehydrocortisone"
"C0032952"	"deltadehydrocortisone preparation"
"C0032952"	"metacortandracin"
"C0032952"	"prd"
"C0032952"	"pred"
"C0032952"	"prednisone"
"C0032952"	"prednisone (substance)"
"C0032952"	"prednisone [chemical/ingredient]"
"C0032952"	"prednisone preparation"
"C0032952"	"prednisone preparation (product)"
"C0032952"	"prednisone preparation (substance)"
"C0032952"	"prednisonum"
"C0032952"	"pregna-1,4-diene-3,11,20-trione, 17,21-dihydroxy-"
"C0032952"	"delta-cortisone"
"C0032952"	"prednisone (medication)"
"C0033124"	"6,7-epoxytropine tropate"
"C0033124"	"prilocaine"
"C0033124"	"prilocaine (product)"
"C0033124"	"prilocaine (substance)"
"C0033124"	"prilocaine [chemical/ingredient]"
"C0033124"	"propanamide, n-(2-methylphenyl)-2-(propylamino)-"
"C0033124"	"propanamide, n-(2-methylphenyl)-2-(propylamino)-(9ci)"
"C0033124"	"propitocaine"
"C0033124"	"o-methyl-alpha-propylaminopropionanilide"
"C0033124"	"o-propionotoluidide, 2-(propylamino)-"
"C0033148"	"2-deoxyphenobarbital"
"C0033148"	"4,6(1h,5h)-pyrimidinedione, 5-ethyldihydro-5-phenyl-"
"C0033148"	"desoxyphenobarbital"
"C0033148"	"hexamidinum"
"C0033148"	"misodine"
"C0033148"	"mysedon"
"C0033148"	"primidone"
"C0033148"	"primidone (product)"
"C0033148"	"primidone (substance)"
"C0033148"	"primidone [chemical/ingredient]"
"C0033148"	"primidone product"
"C0033148"	"primidone product (product)"
"C0033148"	"primidone (medication)"
"C0033223"	"benzamide, n-(1-methylethyl)-4-((2-methylhydrazino)methyl)-"
"C0033223"	"benzethyzin"
"C0033223"	"ibenzmethyzin"
"C0033223"	"mih"
"C0033223"	"n-(1-methylethyl)-4-[(2-methylhydrazino)methyl]benzamide"
"C0033223"	"n-4-isopropylcarbamoylbenzyl-n'-methylhydrazine"
"C0033223"	"n-methylhydrazine"
"C0033223"	"n-isopropyl-alpha-(2-methylhydrazino)-p-toluamide"
"C0033223"	"pcb"
"C0033223"	"pcz"
"C0033223"	"procarbazine"
"C0033223"	"procarbazin"
"C0033223"	"procarbazine (product)"
"C0033223"	"procarbazine (substance)"
"C0033223"	"procarbazine [chemical/ingredient]"
"C0033223"	"p-(n'-methylhydrazinomethyl)-n-isopropylbenzamide"
"C0033229"	"10h-phenothiazine, 2-chloro-10-(3-(4-methyl-1-piperazinyl)propyl)-"
"C0033229"	"2-chloro-10-(3-(1-methyl-4-piperazinyl)propyl)-phenothiazine"
"C0033229"	"pcpz"
"C0033229"	"prochlorperazine"
"C0033229"	"prochlorperazine (product)"
"C0033229"	"prochlorperazine (substance)"
"C0033229"	"prochlorperazine [chemical/ingredient]"
"C0033229"	"prochlorperazine [antipsych]"
"C0033229"	"prochlorperazine [antipsych] [see dhe..]"
"C0033229"	"prochlorperazine [antipsych] [see dhe..] (product)"
"C0033229"	"prochlorperazine [antipsych] [see dhe..] (substance)"
"C0033229"	"prochlorperazine [nausea]"
"C0033229"	"prochlorperazine [nausea] (product)"
"C0033229"	"prochlorperazine [nausea] (substance)"
"C0033229"	"prochlorperazine (medication)"
"C0033308"	"17alpha-hydroxy-6alpha-methylpregn-4-ene-3,20-dione"
"C0033308"	"corpus luteum hormone"
"C0033308"	"delta4-pregnene-3,20-dione"
"C0033308"	"luteal hormone"
"C0033308"	"luteine"
"C0033308"	"prg"
"C0033308"	"prg - progesterone"
"C0033308"	"progesterone"
"C0033308"	"pregn-4-ene-3,20-dione"
"C0033308"	"pregnendione preparation"
"C0033308"	"pregnenedione"
"C0033308"	"progesterone (substance)"
"C0033308"	"progesterone [chemical/ingredient]"
"C0033308"	"progesterone preparation"
"C0033308"	"progesterone preparation (product)"
"C0033308"	"progesterone preparation (substance)"
"C0033308"	"progesterone product"
"C0033308"	"therapeutic progesterone"
"C0033308"	"progesterone (medication)"
"C0033308"	"progesterones"
"C0033308"	"progestrogens progesterone"
"C0008241"	"chlorguanid"
"C0008241"	"chlorguanide"
"C0008241"	"chlorguanide (substance)"
"C0008241"	"chloroguanide"
"C0008241"	"chloroguanide (product)"
"C0008241"	"chloroguanide (substance)"
"C0008241"	"imidodicarbonimidic diamide, n-(4-chlorophenyl)-n'-(1-methylethyl)-"
"C0008241"	"proguanil"
"C0008241"	"proguanil (substance)"
"C0008241"	"proguanil [chemical/ingredient]"
"C0008241"	"proguanil (medication)"
"C0033401"	"17,21-dimethyl-19-nor-4,9-pregnadiene-3,20-dione"
"C0033401"	"dimethylnorpregnadienedione 17 21 19 04 09 03 20"
"C0033401"	"estra-4,9-dien-3-one, 17-methyl-17-(1-oxopropyl)-, (17beta)-"
"C0033401"	"promegestone"
"C0033401"	"promegestone (substance)"
"C0033401"	"promegestone [chemical/ingredient]"
"C0033401"	"promestone"
"C0033401"	"oral contraceptives promegestone"
"C0033401"	"promegestone (medication)"
"C0072151"	"17 beta-methoxy-3-propoxyestra-1,3,5(10)-triene"
"C0072151"	"3-propoxy-17 beta-methoxy-1,3,5(10)-estratriene"
"C0072151"	"promestriene"
"C0072151"	"promestriene (substance)"
"C0033405"	"10h-phenothiazine-10-ethanamine, n,n,alpha-trimethyl-"
"C0033405"	"diprazinum"
"C0033405"	"promethazine"
"C0033405"	"proazamine"
"C0033405"	"prometazin"
"C0033405"	"promethazine (product)"
"C0033405"	"promethazine (substance)"
"C0033405"	"promethazine [chemical/ingredient]"
"C0033405"	"promethazine [dup] (substance)"
"C0033405"	"promethazine [nausea]"
"C0033405"	"promethazine [nausea] [see c8i..]"
"C0033405"	"promethazine [nausea] [see c8i..] (product)"
"C0033405"	"promethazine [nausea] [see c8i..] (substance)"
"C0033405"	"promethazine product"
"C0033429"	"1-propanone, 1-(2-(2-hydroxy-3-(propylamino)propoxy)phenyl)-3-phenyl-"
"C0033429"	"propafenone"
"C0033429"	"propafenone (product)"
"C0033429"	"propafenone (substance)"
"C0033429"	"propafenone [chemical/ingredient]"
"C0033459"	"periciazine"
"C0033459"	"pericyazine"
"C0033459"	"pericyazine (product)"
"C0033459"	"pericyazine (substance)"
"C0033459"	"pericyazine (medication)"
"C0033459"	"propericiazine"
"C0033497"	"1-((1-methylethyl)amino)-3-(1-naphthalenyloxy)-2-propanol"
"C0033497"	"1-[(1-methylethyl)amino]-3-(1-naphthalenyloxy)-2-propanol"
"C0033497"	"2-propanol, 1-((1-methylethyl)amino)-3-(1-naphthalenyloxy)-"
"C0033497"	"propranolol"
"C0033497"	"propanolol"
"C0033497"	"propranolol (product)"
"C0033497"	"propranolol (substance)"
"C0033497"	"propranolol [chemical/ingredient]"
"C0033497"	"beta blockers propranolol"
"C0033497"	"propranolol (medication)"
"C0913506"	"prucalopride"
"C0913506"	"prucalopride (substance)"
"C0913506"	"resotran"
"C0913506"	"resotrans"
"C0033798"	"(1s,2s)-2-methylamino-1-phenyl-propan-1-ol"
"C0033798"	"pseudoephedrine"
"C0033798"	"pseudoephedrine (product)"
"C0033798"	"pseudoephedrine (substance)"
"C0033798"	"pseudoephedrine [chemical/ingredient]"
"C0034261"	"pyridostigmine"
"C0034261"	"pyridostigmine (product)"
"C0034261"	"pyridostigmine (substance)"
"C0123091"	"2-(2-(4-dibenzo(b,f)(1,4)thiazepine-11-yl-1-piperazinyl)ethoxy)ethanol"
"C0123091"	"quetiapine"
"C0123091"	"quetiapine (product)"
"C0123091"	"quetiapine (substance)"
"C0123091"	"quetiapine (medication)"
"C0256089"	"n,n-diethyl-n'-(1,2,3,4,4a,5,10,10a-octahydro-6-hydroxy-1-propyl-3-benzo(g)quinolinyl)sulfamide, (3alpha,4aalpha,10abeta)-(+-)-isomer"
"C0256089"	"quinagolide"
"C0256089"	"quinagolide (product)"
"C0256089"	"quinagolide (substance)"
"C0256089"	"dopamine agonists cv 205-502"
"C0256089"	"quinagolide (medication)"
"C0256089"	"quinagolide, (3alpha,4aalpha,10abeta)-(+-)-isomer"
"C0072857"	"2-(2-((1-(ethoxycarbonyl)-3-phenylpropyl)amino)-1-oxopropyl)-1,2,3,4-tetrahydro-3-isoquinolinecarboxylic acid"
"C0072857"	"3-isoquinolinecarboxylic acid, 2-(2-((1-(ethoxycarbonyl)-3-phenylpropyl)amino)-1-oxopropyl)-1,2,3,4-tetrahydro-, monohydrochloride, (3s-(2(r*(r*)),3r*))-"
"C0072857"	"quinapril"
"C0072857"	"quinapril (product)"
"C0072857"	"quinapril (substance)"
"C0072857"	"quinapril (medication)"
"C0072857"	"quinapril [chemical/ingredient]"
"C0034414"	"chinidin"
"C0034414"	"cinchonan-9-ol, 6'-methoxy-, (9s)-"
"C0034414"	"quinidine"
"C0034414"	"quinidine (product)"
"C0034414"	"quinidine (substance)"
"C0034414"	"quinidine [chemical/ingredient]"
"C0034414"	"quinidine (medication)"
"C0034417"	"(-)-quinine"
"C0034417"	"cinchonan-9-ol, 6'-methoxy-, (8alpha,9r)-"
"C0034417"	"quin"
"C0034417"	"quinine"
"C0034417"	"quinine (product)"
"C0034417"	"quinine (substance)"
"C0034417"	"quinine [chemical/ingredient]"
"C0034417"	"quinine (medication)"
"C0378482"	"2-(((4-(3-methoxypropoxy)-3-methyl-2-pyridinyl)methyl)sulfinyl)-1h-benzimidazole"
"C0378482"	"2-((4-(3-methoxypropoxy)-3-methylpyridin-2-yl)methylsulfinyl)-1h-benzimidazole"
"C0378482"	"rabeprazole"
"C0378482"	"rabeprazole (product)"
"C0378482"	"rabeprazole (substance)"
"C0378482"	"rabeprazole [chemical/ingredient]"
"C0677667"	"n-(5-(n-(3,4-dihydro-2-methyl-4-oxoquinazolin-6-ylmethyl)-n-methylamino)-2-thenoyl)-l-glutamic acid"
"C0677667"	"n-(5-[n-(3,4-dihydro-2-methyl-4-oxoquinazolin-6-ylmethyl)-n-methylamino]-2-thenoyl)-l-glutamic acid"
"C0677667"	"n-[[5-[[(1,4-dihydro-2-methyl-4-oxo-6-quinazolinyl)methyl]methylamino]-2-thienyl]carbonyl]-l-glutamic acid"
"C0677667"	"raltitrexed"
"C0677667"	"ralititrexed product"
"C0677667"	"raltitrexed (substance)"
"C0677667"	"raltitrexed product"
"C0677667"	"raltitrexed product (product)"
"C0677667"	"raltitrexed product (substance)"
"C0677667"	"tdx"
"C0072973"	"cyclopenta(b)pyrrole-2-carboxylic acid, 1-(2-((1-(ethoxycarbonyl)-3-phenylpropyl)amino)-1-oxopropyl)octahydro-, (2s-(1(r*(r*)),2alpha,3abeta,6abeta))-"
"C0072973"	"ramipril"
"C0072973"	"ramipril (product)"
"C0072973"	"ramipril (substance)"
"C0072973"	"ramipril [chemical/ingredient]"
"C0072973"	"ramipril (medication)"
"C2742502"	"anti-trail receptor 2 monoclonal antibody hgs-etr2"
"C2742502"	"anti-vegfr-2 fully human monoclonal antibody imc-1121b"
"C2742502"	"monoclonal antibody hgs-etr2"
"C2742502"	"ramucirumab"
"C2742502"	"ramucirumab (product)"
"C2742502"	"ramucirumab (substance)"
"C2742502"	"anti-trail r2 mab hgs-etr2"
"C2742502"	"chemotherapeutics ramucirumab"
"C2742502"	"ramucirumab (medication)"
"C0034665"	"1,1-ethenediamine, n-(2-(((5-((dimethylamino)methyl)-2-furanyl)methyl)thio)ethyl)-n'-methyl-2-nitro-"
"C0034665"	"n (2-(((5-((dimethylamino)methyl)-2-furanyl)methyl)thio)ethyl)-n'-methyl-2-nitro-1,1-ethenediamine"
"C0034665"	"n-[2-[[[5-[(dimethylamino)methyl]-2-furanyl]methyl]thio]ethyl]-n'-methyl-2-nitro-1,1-ethenediamine"
"C0034665"	"ranitidine"
"C0034665"	"ranitidin"
"C0034665"	"ranitidine (product)"
"C0034665"	"ranitidine (substance)"
"C0034665"	"ranitidine [chemical/ingredient]"
"C0034665"	"histamine-2 receptor antagonists ranitidine"
"C0034665"	"ranitidine (medication)"
"C0525678"	"n-2-propynyl-1-indanamine"
"C0525678"	"rasagiline"
"C0525678"	"rasagiline (product)"
"C0525678"	"rasagiline (substance)"
"C0525678"	"antiparkinsonism drugs rasagiline"
"C0525678"	"rasagiline (medication)"
"C0525678"	"rasagiline [chemical/ingredient]"
"C0246631"	"1-piperidinepropanoic acid, 4-(methoxy-carbonyl)-4-((1-oxopropyl)phenylamino)-, methyl ester"
"C0246631"	"3-(4-methoxycarbonyl-4-((1-oxopropyl)phenylamino)-1-piperidine)propanoic acid methyl ester"
"C0246631"	"remifentanil"
"C0246631"	"remifentanil (product)"
"C0246631"	"remifentanil (substance)"
"C0246631"	"remifentanyl"
"C0246631"	"remifentanil [chemical/ingredient]"
"C0246689"	"(+)-2-ethoxy-alpha-(((s)-alpha-isobutyl-o-piperidinobenzyl)carbamoyl)-p-toluic acid"
"C0246689"	"(s)-2-ethoxy-4-(2-((3-methyl-1-(2-(1-piperidinyl)-phenyl)butyl)amino)-2-oxoethyl)-benzoic acid"
"C0246689"	"benzoic acid, 2-ethoxy-4-(2-((3-methyl-1-(2-(1-piperidinyl)phenyl)butyl)amino)-2-oxoethyl)-,(s)-"
"C0246689"	"repaglinide"
"C0246689"	"repaglinide (product)"
"C0246689"	"repaglinide (substance)"
"C0246689"	"repa-glinide"
"C0246689"	"repaglinide (medication)"
"C0246689"	"repaglinide [chemical/ingredient]"
"C0256103"	"173-527-plasminogen activator (human tissue-type), 173-l-serine-174-l-tyrosine-175-l-glutamine-"
"C0256103"	"reteplase"
"C0256103"	"reteplase,recombinant"
"C0256103"	"reteplase (product)"
"C0256103"	"reteplase (substance)"
"C0256103"	"reteplase (medication)"
"C0256103"	"reteplase [chemical/ingredient]"
"C0256103"	"thrombolytics reteplase"
"C0530684"	"ezogabine"
"C0530684"	"n-(2-amino-4-(4-fluorobenzylamino)phenyl)carbamic acid ethyl ester"
"C0530684"	"retigabine"
"C0530684"	"retigabine (product)"
"C0530684"	"retigabine (substance)"
"C0530684"	"anticonvulsants ezogabine"
"C0530684"	"ezogabine (medication)"
"C0254215"	"reviparin"
"C0254215"	"reviparin (product)"
"C0254215"	"reviparin (substance)"
"C0254215"	"reviparine"
"C0035509"	"chinese rhubarb"
"C0035509"	"indian rhubarb"
"C0035509"	"rhubarb"
"C0035509"	"rheum officinale"
"C0035509"	"rheum palmatum"
"C0035509"	"rhubarb - dietary"
"C0035509"	"rhubarb - dietary (substance)"
"C0035509"	"rhubarb food"
"C0035509"	"turkish rhubarb"
"C0035509"	"da-huang"
"C0007341"	"bean, castor"
"C0007341"	"beans, castor"
"C0007341"	"castor bean"
"C0007341"	"castor beans"
"C0007341"	"castor bean (substance)"
"C0007341"	"ricinus communis"
"C0007341"	"ricinus communis (organism)"
"C0007341"	"ricinus communis l."
"C0007341"	"ricinus sanguineus"
"C0007341"	"ricinus sanguineus hort. ex groenl."
"C0140575"	"ansamycin"
"C0140575"	"rifabutin"
"C0140575"	"rifabutin (product)"
"C0140575"	"rifabutin (substance)"
"C0140575"	"rifabutin [chemical/ingredient]"
"C0140575"	"rifabutine"
"C0140575"	"rifamycin xiv, 1',4-didehydro-1-deoxy-1,4-dihydro-5'-(2-methylpropyl)-1-oxo-"
"C0140575"	"rifabutin (medication)"
"C0035608"	"benemycin"
"C0035608"	"rif"
"C0035608"	"rifampin"
"C0035608"	"rifampicin"
"C0035608"	"rifampicin product"
"C0035608"	"rifampin (product)"
"C0035608"	"rifampin (substance)"
"C0035608"	"rifampin [chemical/ingredient]"
"C0035608"	"rifamycin, 3-(((4-methyl-1-piperazinyl)imino)methyl)-"
"C0035608"	"rifampin (medication)"
"C0140591"	"2-(n-(dicyclopropylmethyl)amino)oxazoline"
"C0140591"	"2-oxazolamine, n-(dicyclopropylmethyl)-4,5-dihydro-"
"C0140591"	"rilmenidine"
