"CUI"	"synonymes"	"synonymes"
"C1872203"	"pasireotide (product)"	"pasireotide product "
"C1872203"	"pasireotide (substance)"	"pasireotide substance "
"C1831796"	"benzenesulfonamide, 5-((4-((2,3-dimethyl-2h-indazol-6-yl)methylamino)-2-pyrimidinyl)amino)-2-methyl-"	"benzenesulfonamide 5 4 2 3 dimethyl 2h indazol 6 yl methylamino 2 pyrimidinyl amino 2 methyl "
"C1831796"	"pazopanib"	"pazopanib"
"C1831796"	"pazopanib (product)"	"pazopanib product "
"C1831796"	"pazopanib (substance)"	"pazopanib substance "
"C0030771"	"3-quinolinecarboxylic acid, 1-ethyl-6-fluoro-1,4-dihydro-7-(4-methyl-1-piperazinyl)-4-oxo-"	"3 quinolinecarboxylic acid 1 ethyl 6 fluoro 1 4 dihydro 7 4 methyl 1 piperazinyl 4 oxo "
"C0030771"	"pef"	"pef"
"C0030771"	"pefloxacin"	"pefloxacin"
"C0030771"	"pefloxacin (product)"	"pefloxacin product "
"C0030771"	"pefloxacin (substance)"	"pefloxacin substance "
"C0030771"	"pefloxacin [chemical/ingredient]"	"pefloxacin chemical ingredient "
"C0030771"	"pefloxacine"	"pefloxacine"
"C3658706"	"immunoglobulin g4, anti-(human programmed cell death 1); humanized mouse monoclonal (228-l-proline(h10-s>p))gamma 4 heavy chain (134-218')-disulfide with humanized mouse monoclonal kappa light chain dimer (226-226'':229-229'')-bisdisulfide"	"immunoglobulin g4 anti human programmed cell death 1 humanized mouse monoclonal 228 l proline h10 s>p gamma 4 heavy chain 134 218 disulfide with humanized mouse monoclonal kappa light chain dimer 226 226 229 229 bisdisulfide"
"C3658706"	"lambrolizumab"	"lambrolizumab"
"C3658706"	"pembrolizumab"	"pembrolizumab"
"C3658706"	"chemotherapeutics pembrolizumab"	"chemotherapeutics pembrolizumab"
"C3658706"	"pembrolizumab (medication)"	"pembrolizumab medication "
"C0030815"	"4-piperidinol, 1-(4,4-bis(4-fluorophenyl)butyl)-4-(4-chloro-3-(trifluoromethyl)phenyl)-"	"4 piperidinol 1 4 4 bis 4 fluorophenyl butyl 4 4 chloro 3 trifluoromethyl phenyl "
"C0030815"	"penfluridol"	"penfluridol"
"C0030815"	"penfluridol (substance)"	"penfluridol substance "
"C0030815"	"penfluridol [chemical/ingredient]"	"penfluridol chemical ingredient "
"C0030817"	".beta.,.beta.-dimethylcysteine"	"beta beta dimethylcysteine"
"C0030817"	"3-mercapto-d-valine"	"3 mercapto d valine"
"C0030817"	"alpha-amino-beta-methyl-beta-mercaptobutyric acid"	"alpha amino beta methyl beta mercaptobutyric acid"
"C0030817"	"beta,beta-dimethylcysteine"	"beta beta dimethylcysteine"
"C0030817"	"beta-thiovaline"	"beta thiovaline"
"C0030817"	"d 3 mercaptovaline"	"d 3 mercaptovaline"
"C0030817"	"d penicillamine"	"d penicillamine"
"C0030817"	"d-3-mercaptovaline"	"d 3 mercaptovaline"
"C0030817"	"d-mercaptovaline"	"d mercaptovaline"
"C0030817"	"d-penicillamine"	"d penicillamine"
"C0030817"	"d-valine, 3-mercapto-"	"d valine 3 mercapto "
"C0030817"	"d-penicillamine (medication)"	"d penicillamine medication "
"C0030817"	"depamine"	"depamine"
"C0030817"	"dimethylcysteine"	"dimethylcysteine"
"C0030817"	"mercaptovaline"	"mercaptovaline"
"C0030817"	"penicillamine"	"penicillamine"
"C0030817"	"penicillamine (product)"	"penicillamine product "
"C0030817"	"penicillamine (substance)"	"penicillamine substance "
"C0030817"	"penicillamine [chemical/ingredient]"	"penicillamine chemical ingredient "
"C0030817"	"penicillamine [metabolic]"	"penicillamine metabolic "
"C0030817"	"penicillamine [metabolic] (product)"	"penicillamine metabolic product "
"C0030817"	"penicillamine [metabolic] (substance)"	"penicillamine metabolic substance "
"C0030817"	"penicillamine [musculo-skel]"	"penicillamine musculo skel "
"C0030817"	"penicillamine [musculoskeletal use]"	"penicillamine musculoskeletal use "
"C0030817"	"penicillamine [musculoskeletal use] (product)"	"penicillamine musculoskeletal use product "
"C0030817"	"penicillamine [musculoskeletal use] (substance)"	"penicillamine musculoskeletal use substance "
"C0030817"	"beta, beta-dimethylcysteine"	"beta beta dimethylcysteine"
"C0030817"	"beta,beta dimethylcysteine"	"beta beta dimethylcysteine"
"C0030863"	"aerosolized pentamadine"	"aerosolized pentamadine"
"C0030863"	"benzenecarboximidamide, 4,4'-(1,5-pentanediylbis(oxy))bis-"	"benzenecarboximidamide 4 4 1 5 pentanediylbis oxy bis "
"C0030863"	"pentamidine"	"pentamidine"
"C0030863"	"pentamidin"	"pentamidin"
"C0030863"	"pentamidine (product)"	"pentamidine product "
"C0030863"	"pentamidine (substance)"	"pentamidine substance "
"C0030863"	"pentamidine [chemical/ingredient]"	"pentamidine chemical ingredient "
"C0030863"	"pentamidine (medication)"	"pentamidine medication "
"C0030873"	"2,6-methano-3-benzazocin-8-ol, 1,2,3,4,5,6-hexahydro-6,11-dimethyl-3-(3-methyl-2-butenyl)-, (2alpha,6alpha,11r*)-"	"2 6 methano 3 benzazocin 8 ol 1 2 3 4 5 6 hexahydro 6 11 dimethyl 3 3 methyl 2 butenyl 2alpha 6alpha 11r "
"C0030873"	"pentazocine"	"pentazocine"
"C0030873"	"pentazocine (product)"	"pentazocine product "
"C0030873"	"pentazocine (substance)"	"pentazocine substance "
"C0030873"	"pentazocine [chemical/ingredient]"	"pentazocine chemical ingredient "
"C0030873"	"pentazocine (medication)"	"pentazocine medication "
"C0030873"	"synthetic narcotics pentazocine"	"synthetic narcotics pentazocine"
"C0030883"	"2,4,6(1h,3h,5h)-pyrimidinetrione, 5-ethyl-5-(1-methylbutyl)-"	"2 4 6 1h 3h 5h pyrimidinetrione 5 ethyl 5 1 methylbutyl "
"C0030883"	"mebubarbital"	"mebubarbital"
"C0030883"	"pentobarbital"	"pentobarbital"
"C0030883"	"pentobarbital (product)"	"pentobarbital product "
"C0030883"	"pentobarbital (substance)"	"pentobarbital substance "
"C0030883"	"pentobarbital [chemical/ingredient]"	"pentobarbital chemical ingredient "
"C0030883"	"pentobarbitone"	"pentobarbitone"
"C0030883"	"pentobarbitone - chemical"	"pentobarbitone chemical"
"C0030883"	"pentobarbitone - chemical (substance)"	"pentobarbitone chemical substance "
"C0030883"	"pentobarbital (discontinued)"	"pentobarbital discontinued "
"C0030883"	"pentobarbital (medication)"	"pentobarbital medication "
"C0030896"	"(r)-3-(2-deoxy-.beta.-d-erythro-pentofuranosyl)-3,6,7, 8-tetrahydroimidazo[4,5-d][1,3]diazepin-8-ol"	"r 3 2 deoxy beta d erythro pentofuranosyl 3 6 7 8 tetrahydroimidazo 4 5 d 1 3 diazepin 8 ol"
"C0030896"	"(r)-3-(2-deoxy-beta-d-erythro-pentofuranosyl)-3,6,7,8-tetrahydroimidazo[4,5-d][1,3]diazepin-8-ol"	"r 3 2 deoxy beta d erythro pentofuranosyl 3 6 7 8 tetrahydroimidazo 4 5 d 1 3 diazepin 8 ol"
"C0030896"	"2' deoxycoformycin"	"2 deoxycoformycin"
"C0030896"	"2'-deoxycoformycin"	"2 deoxycoformycin"
"C0030896"	"co-vidarabine"	"co vidarabine"
"C0030896"	"dcf"	"dcf"
"C0030896"	"deoxycoformycin 02"	"deoxycoformycin 02"
"C0030896"	"deoxycoformycin"	"deoxycoformycin"
"C0030896"	"imidazo(4,5-d)(1,3)diazepin-8-ol, 3-(2-deoxy-beta-d-erythro-pentofuranosyl)-3,4,7,8-tetrahydro-, (r)-"	"imidazo 4 5 d 1 3 diazepin 8 ol 3 2 deoxy beta d erythro pentofuranosyl 3 4 7 8 tetrahydro r "
"C0030896"	"pentostatin"	"pentostatin"
"C0030896"	"pentostatin (product)"	"pentostatin product "
"C0030896"	"pentostatin (substance)"	"pentostatin substance "
"C0030896"	"pentostatin [chemical/ingredient]"	"pentostatin chemical ingredient "
"C0030896"	"pentostatine"	"pentostatine"
"C0030896"	"pentostatin (medication)"	"pentostatin medication "
"C2698764"	"3-(2-cyanophenyl)-5-(2-pyridyl)-1-phenyl-1,2-dihydropyridin-2-one"	"3 2 cyanophenyl 5 2 pyridyl 1 phenyl 1 2 dihydropyridin 2 one"
"C2698764"	"benzonitrile, 2-(1',6'-dihydro-6'-oxo-1'-phenyl(2,3'-bipyridin)-5'-yl)-"	"benzonitrile 2 1 6 dihydro 6 oxo 1 phenyl 2 3 bipyridin 5 yl "
"C2698764"	"e2007"	"e2007"
"C2698764"	"perampanel"	"perampanel"
"C2698764"	"perampanel (product)"	"perampanel product "
"C2698764"	"perampanel (substance)"	"perampanel substance "
"C2698764"	"anticonvulsants perampanel"	"anticonvulsants perampanel"
"C2698764"	"perampanel (medication)"	"perampanel medication "
"C0031007"	"ergoline, 8-((methylthio)methyl)-6-propyl-, (8beta)-"	"ergoline 8 methylthio methyl 6 propyl 8beta "
"C0031007"	"pergolide"	"pergolide"
"C0031007"	"pergolide (product)"	"pergolide product "
"C0031007"	"pergolide (substance)"	"pergolide substance "
"C0031007"	"pergolide [chemical/ingredient]"	"pergolide chemical ingredient "
"C0244718"	"1h-indole-2-carboxylic acid, 1-(2-((1-(ethoxycarbonyl)butyl)amino)-1-oxopropyl)octahydro-,(2s-(1(r*(r*))2alpha,3abeta,7abeta))-, compound with 2-methyl-2-propanamine(1:1)"	"1h indole 2 carboxylic acid 1 2 1 ethoxycarbonyl butyl amino 1 oxopropyl octahydro 2s 1 r r 2alpha 3abeta 7abeta compound with 2 methyl 2 propanamine 1 1 "
"C0244718"	"erbumine, perindopril"	"erbumine perindopril"
"C0244718"	"perindopril erbumine"	"perindopril erbumine"
"C0244718"	"perindopril erbumine [chemical/ingredient]"	"perindopril erbumine chemical ingredient "
"C0244718"	"perindopril tert-butylamine"	"perindopril tert butylamine"
"C0244718"	"perindopril erbumine (substance)"	"perindopril erbumine substance "
"C0244718"	"perindopril tert-butylamine (substance)"	"perindopril tert butylamine substance "
"C0244718"	"perindopril erbumine (medication)"	"perindopril erbumine medication "
"C0244718"	"perindopril tert butylamine"	"perindopril tert butylamine"
"C0031184"	"1-piperazineethanol, 4-(3-(2-chloro-10h-phenothiazin-10-yl)propyl)-"	"1 piperazineethanol 4 3 2 chloro 10h phenothiazin 10 yl propyl "
"C0031184"	"4-[3-(2-chloro-10h-phenothiazin-10-yl)propyl]-1-piperazineethanol"	"4 3 2 chloro 10h phenothiazin 10 yl propyl 1 piperazineethanol"
"C0031184"	"chlorpiprazine"	"chlorpiprazine"
"C0031184"	"perphenazine"	"perphenazine"
"C0031184"	"perfenazine"	"perfenazine"
"C0031184"	"perphenazine (product)"	"perphenazine product "
"C0031184"	"perphenazine (substance)"	"perphenazine substance "
"C0031184"	"perphenazine [cns]"	"perphenazine cns "
"C0031184"	"perphenazine [chemical/ingredient]"	"perphenazine chemical ingredient "
"C0031184"	"perphenazine [anaesthesia]"	"perphenazine anaesthesia "
"C0031184"	"perphenazine [anesthesia]"	"perphenazine anesthesia "
"C0031184"	"perphenazine [anesthesia] (product)"	"perphenazine anesthesia product "
"C0031184"	"perphenazine [anesthesia] (substance)"	"perphenazine anesthesia substance "
"C0031184"	"perphenazine [central nervous system use]"	"perphenazine central nervous system use "
"C0031184"	"perphenazine [central nervous system use] (product)"	"perphenazine central nervous system use product "
"C0031184"	"perphenazine [central nervous system use] (substance)"	"perphenazine central nervous system use substance "
"C0031184"	"perphenazine (medication)"	"perphenazine medication "
"C0025376"	"4-piperidinecarboxylic acid, 1-methyl-4-phenyl-, ethyl ester"	"4 piperidinecarboxylic acid 1 methyl 4 phenyl ethyl ester"
"C0025376"	"isonipecain"	"isonipecain"
"C0025376"	"meperidine"	"meperidine"
"C0025376"	"meperidine (product)"	"meperidine product "
"C0025376"	"meperidine (substance)"	"meperidine substance "
"C0025376"	"meperidine [chemical/ingredient]"	"meperidine chemical ingredient "
"C0025376"	"pethidine"	"pethidine"
"C0025376"	"meperidine (medication)"	"meperidine medication "
"C0025376"	"narcotics meperidine"	"narcotics meperidine"
"C0031406"	"1h-indene-1,3(2h)-dione, 2-phenyl-"	"1h indene 1 3 2h dione 2 phenyl "
"C0031406"	"2 phenyl 1,3 indandione"	"2 phenyl 1 3 indandione"
"C0031406"	"2-phenyl-1,3-indandione"	"2 phenyl 1 3 indandione"
"C0031406"	"phenindione"	"phenindione"
"C0031406"	"phenindione (product)"	"phenindione product "
"C0031406"	"phenindione (substance)"	"phenindione substance "
"C0031406"	"phenindione [chemical/ingredient]"	"phenindione chemical ingredient "
"C0031406"	"phenylindanedione"	"phenylindanedione"
"C0031406"	"phenindione (discontinued)"	"phenindione discontinued "
"C0031406"	"phenindione (discontinued) (medication)"	"phenindione discontinued medication "
"C0031408"	"2-pyridinepropanamine, n,n-dimethyl-gamma-phenyl-"	"2 pyridinepropanamine n n dimethyl gamma phenyl "
"C0031408"	"pheniramine"	"pheniramine"
"C0031408"	"pheniramine (product)"	"pheniramine product "
"C0031408"	"pheniramine (substance)"	"pheniramine substance "
"C0031408"	"pheniramine [chemical/ingredient]"	"pheniramine chemical ingredient "
"C0031408"	"propheniramine"	"propheniramine"
"C0031408"	"prophenpyridamine"	"prophenpyridamine"
"C0031412"	"2,4,6(1h,3h,5h)-pyrimidinetrione, 5-ethyl-5-phenyl-"	"2 4 6 1h 3h 5h pyrimidinetrione 5 ethyl 5 phenyl "
"C0031412"	"5-ethyl-5-phenyl-2,4,6(1h,3h,5h)-pyrimidinetrione"	"5 ethyl 5 phenyl 2 4 6 1h 3h 5h pyrimidinetrione"
"C0031412"	"acid, phenylethylbarbituric"	"acid phenylethylbarbituric"
"C0031412"	"pheno"	"pheno"
"C0031412"	"phenobarbital"	"phenobarbital"
"C0031412"	"phenemal"	"phenemal"
"C0031412"	"phenobarbital (product)"	"phenobarbital product "
"C0031412"	"phenobarbital (substance)"	"phenobarbital substance "
"C0031412"	"phenobarbital [chemical/ingredient]"	"phenobarbital chemical ingredient "
"C0031412"	"phenobarbital product"	"phenobarbital product"
"C0031412"	"phenobarbitone"	"phenobarbitone"
"C0031412"	"phenobarbitone - chemical"	"phenobarbitone chemical"
"C0031412"	"phenobarbitone - chemical (substance)"	"phenobarbitone chemical substance "
"C0031412"	"phenobarbitone product"	"phenobarbitone product"
"C0031412"	"phenylbarbital"	"phenylbarbital"
"C0031412"	"phenylethylbarbituric acid"	"phenylethylbarbituric acid"
"C0031412"	"phenylethylmalonylurea"	"phenylethylmalonylurea"
"C0031412"	"phenobarbital (medication)"	"phenobarbital medication "
"C0031432"	"4-piperidinecarboxylic acid, 1-(3-hydroxy-3-phenylpropyl)-4-phenyl-, ethyl ester"	"4 piperidinecarboxylic acid 1 3 hydroxy 3 phenylpropyl 4 phenyl ethyl ester"
"C0031432"	"fenoperidine"	"fenoperidine"
"C0031432"	"phenoperidine"	"phenoperidine"
"C0031432"	"phenoperidine (product)"	"phenoperidine product "
"C0031432"	"phenoperidine (substance)"	"phenoperidine substance "
"C0031432"	"phenoperidine [chemical/ingredient]"	"phenoperidine chemical ingredient "
"C0031463"	"3,5-pyrazolidinedione, 4-butyl-1,2-diphenyl-"	"3 5 pyrazolidinedione 4 butyl 1 2 diphenyl "
"C0031463"	"diphenylbutazone"	"diphenylbutazone"
"C0031463"	"phenylbutazone"	"phenylbutazone"
"C0031463"	"phenylbutazone (product)"	"phenylbutazone product "
"C0031463"	"phenylbutazone (substance)"	"phenylbutazone substance "
"C0031463"	"phenylbutazone [chemical/ingredient]"	"phenylbutazone chemical ingredient "
"C0031463"	"phenylbutazone product"	"phenylbutazone product"
"C0031463"	"phenylbutazone product (product)"	"phenylbutazone product product "
"C0031463"	"phenylbutazone product (substance)"	"phenylbutazone product substance "
"C0031463"	"phenylbutazone (medication)"	"phenylbutazone medication "
"C0031469"	"(r)-3-hydroxy-alpha-((methylamino)methyl)benzenemethanol"	"r 3 hydroxy alpha methylamino methyl benzenemethanol"
"C0031469"	"benzenemethanol, 3-hydroxy-alpha-((methylamino)methyl)-, (r)-"	"benzenemethanol 3 hydroxy alpha methylamino methyl r "
"C0031469"	"phenylephrine"	"phenylephrine"
"C0031469"	"phenylephrine (product)"	"phenylephrine product "
"C0031469"	"phenylephrine (substance)"	"phenylephrine substance "
"C0031469"	"phenylephrine [chemical/ingredient]"	"phenylephrine chemical ingredient "
"C0031469"	"decongestants phenylephrine"	"decongestants phenylephrine"
"C0031469"	"phenylephrine (medication)"	"phenylephrine medication "
"C0070709"	"antin"	"antin"
"C0070709"	"bristamin"	"bristamin"
"C0070709"	"histionex"	"histionex"
"C0070709"	"n,n-dimethyl-2-(2-(phenylmethyl)phenoxy)ethanamine"	"n n dimethyl 2 2 phenylmethyl phenoxy ethanamine"
"C0070709"	"n,n-dimethyl-2-(alpha-phenyl-o-tolyloxy)ethylamine"	"n n dimethyl 2 alpha phenyl o tolyloxy ethylamine"
"C0070709"	"phenyltoloxamine"	"phenyltoloxamine"
"C0070709"	"phenyltoloxamine (product)"	"phenyltoloxamine product "
"C0070709"	"phenyltoloxamine (substance)"	"phenyltoloxamine substance "
"C0070709"	"phenyltoloxamine (medication)"	"phenyltoloxamine medication "
"C0070709"	"phenyltoloxamine [chemical/ingredient]"	"phenyltoloxamine chemical ingredient "
"C0070742"	"3-(2-(4-morpholinyl)ethyl)morphine"	"3 2 4 morpholinyl ethyl morphine"
"C0070742"	"7,8-didehydro-4,5-alpha-epoxy-17-methyl-3-(2-morpholinoethoxy)morphinan-6-alpha-ol"	"7 8 didehydro 4 5 alpha epoxy 17 methyl 3 2 morpholinoethoxy morphinan 6 alpha ol"
"C0070742"	"7,8-didehydro-4,5 alpha-epoxy-17-methyl-3-(2-morpholinoethoxymorphinan-6 alpha-ol)"	"7 8 didehydro 4 5 alpha epoxy 17 methyl 3 2 morpholinoethoxymorphinan 6 alpha ol "
"C0070742"	"homocodeine"	"homocodeine"
"C0070742"	"morpholinylethylmorphine"	"morpholinylethylmorphine"
"C0070742"	"pholcodine"	"pholcodine"
"C0070742"	"pholcodine (product)"	"pholcodine product "
"C0070742"	"pholcodine (substance)"	"pholcodine substance "
"C0070742"	"pholcodine (medication)"	"pholcodine medication "
"C0031705"	"p"	"p"
"C0031705"	"p element"	"p element"
"C0031705"	"phosphorus"	"phosphorus"
"C0031705"	"phosphoric"	"phosphoric"
"C0031705"	"phosphorous"	"phosphorous"
"C0031705"	"phosphorous (nos)"	"phosphorous nos "
"C0031705"	"phosphorus (substance)"	"phosphorus substance "
"C0031705"	"phosphorus [chemical/ingredient]"	"phosphorus chemical ingredient "
"C0031705"	"phosphorus, nos"	"phosphorus nos"
"C0031705"	"mineral supplements phosphorus preparations"	"mineral supplements phosphorus preparations"
"C0031705"	"phosphorus preparations"	"phosphorus preparations"
"C0031705"	"phosphorus preparations (medication)"	"phosphorus preparations medication "
"C0031923"	"2(3h)-furanone, 3-ethyldihydro-4-((1-methyl-1h-imidazol-5-yl)methyl)-, (3s-cis)-"	"2 3h furanone 3 ethyldihydro 4 1 methyl 1h imidazol 5 yl methyl 3s cis "
"C0031923"	"pilocarpine"	"pilocarpine"
"C0031923"	"pilocarpine (product)"	"pilocarpine product "
"C0031923"	"pilocarpine (substance)"	"pilocarpine substance "
"C0031923"	"pilocarpine [chemical/ingredient]"	"pilocarpine chemical ingredient "
"C0031923"	"pilocarpine (discontinued)"	"pilocarpine discontinued "
"C0031923"	"pilocarpine (discontinued) (medication)"	"pilocarpine discontinued medication "
"C0071069"	"1-methyl-4-(thioxanthen-9-ylidene)piperidine"	"1 methyl 4 thioxanthen 9 ylidene piperidine"
"C0071069"	"1-methyl-4-thioxanthen-9-ylidenepiperidine"	"1 methyl 4 thioxanthen 9 ylidenepiperidine"
"C0071069"	"pimethixene"	"pimethixene"
"C0031935"	"2h-benzimidazol-2-one, 1-(1-(4,4-bis(4-fluorophenyl)butyl)-4-piperidinyl)-1,3-dihydro-"	"2h benzimidazol 2 one 1 1 4 4 bis 4 fluorophenyl butyl 4 piperidinyl 1 3 dihydro "
"C0031935"	"opiran"	"opiran"
"C0031935"	"pimozide"	"pimozide"
"C0031935"	"pimozide (product)"	"pimozide product "
"C0031935"	"pimozide (substance)"	"pimozide substance "
"C0031935"	"pimozide [chemical/ingredient]"	"pimozide chemical ingredient "
"C0031935"	"pimozide (medication)"	"pimozide medication "
"C0071082"	"7-chloro-5-phenyl-1-propargyl-1,4-benzodiazepin-2- one"	"7 chloro 5 phenyl 1 propargyl 1 4 benzodiazepin 2 one"
"C0071082"	"pinazepam"	"pinazepam"
"C0071082"	"pinazepam (product)"	"pinazepam product "
"C0071082"	"pinazepam (substance)"	"pinazepam substance "
"C0071082"	"propazepam"	"propazepam"
"C0031937"	"1-(1h-indol-4-yloxy)-3-((1-methylethyl)amino)-2-propanol"	"1 1h indol 4 yloxy 3 1 methylethyl amino 2 propanol"
"C0031937"	"2-propanol, 1-(1h-indol-4-yloxy)-3-((1-methylethyl)amino)-"	"2 propanol 1 1h indol 4 yloxy 3 1 methylethyl amino "
"C0031937"	"pindolol"	"pindolol"
"C0031937"	"pindolol (product)"	"pindolol product "
"C0031937"	"pindolol (substance)"	"pindolol substance "
"C0031937"	"pindolol [chemical/ingredient]"	"pindolol chemical ingredient "
"C0031937"	"prindolol"	"prindolol"
"C0031937"	"prinodolol"	"prinodolol"
"C0031937"	"pindolol (medication)"	"pindolol medication "
"C0071097"	"5-(4-(2-(5-ethyl-2-pyridyl)ethoxy)benzyl)-2,4-thiazolidinedione"	"5 4 2 5 ethyl 2 pyridyl ethoxy benzyl 2 4 thiazolidinedione"
"C0071097"	"pioglitazone"	"pioglitazone"
"C0071097"	"pioglitazone (product)"	"pioglitazone product "
"C0071097"	"pioglitazone (substance)"	"pioglitazone substance "
"C0071097"	"pioglitazone [chemical/ingredient]"	"pioglitazone chemical ingredient "
"C0071098"	"1'-(3-(4-fluorobenzoyl)propyl)-(1,4'-bipiperidine) -4'-carboxamide"	"1 3 4 fluorobenzoyl propyl 1 4 bipiperidine 4 carboxamide"
"C0071098"	"pipamperone"	"pipamperone"
"C0071098"	"pipamperone (product)"	"pipamperone product "
"C0071098"	"pipamperone (substance)"	"pipamperone substance "
"C0071105"	"1,3-bis(1-(7-chloro-4'-quinolyl)-4'-piperazinyl)propane"	"1 3 bis 1 7 chloro 4 quinolyl 4 piperazinyl propane"
"C0071105"	"1,3-bis(4-(7'-chloro-4'-quinoline)-1-piperazine)"	"1 3 bis 4 7 chloro 4 quinoline 1 piperazine "
"C0071105"	"piperaquine"	"piperaquine"
"C0071105"	"piperaquinoline"	"piperaquinoline"
"C0071105"	"quinoline, 4,4'-(1,3-propanediyldi-4,1-piperazinediyl)bis(7-chloro)-"	"quinoline 4 4 1 3 propanediyldi 4 1 piperazinediyl bis 7 chloro "
"C0071105"	"quinoline, 4,4'-(1,3-propanediyldi-4,1-piperazinediyl)bis(7-chloro-)"	"quinoline 4 4 1 3 propanediyldi 4 1 piperazinediyl bis 7 chloro "
"C0031957"	"1,4-diazacyclohexane"	"1 4 diazacyclohexane"
"C0031957"	"1,4-diethylenediamine"	"1 4 diethylenediamine"
"C0031957"	"1,4-piperazine"	"1 4 piperazine"
"C0031957"	"dispermine"	"dispermine"
"C0031957"	"piperazine"	"piperazine"
"C0031957"	"piperazine (product)"	"piperazine product "
"C0031957"	"piperazine (substance)"	"piperazine substance "
"C0031957"	"piperazine, nos"	"piperazine nos"
"C0031957"	"piperazine [chemical/ingredient]"	"piperazine chemical ingredient "
"C0031957"	"piperazine preparations"	"piperazine preparations"
"C0031957"	"piperazine preparations (medication)"	"piperazine preparations medication "
"C0031965"	"pipobroman"	"pipobroman"
"C0031965"	"piperazine, 1,4-bis(3-bromo-1-oxopropyl)-"	"piperazine 1 4 bis 3 bromo 1 oxopropyl "
"C0031965"	"pipobroman (substance)"	"pipobroman substance "
"C0031965"	"pipobroman [chemical/ingredient]"	"pipobroman chemical ingredient "
"C0031968"	"10-[3-[4-(2-hydroxyethyl)piperidino]propyl]-n,n-dimethylphenothiazine-2-sulfonamide"	"10 3 4 2 hydroxyethyl piperidino propyl n n dimethylphenothiazine 2 sulfonamide"
"C0031968"	"10h-phenothiazine-2-sulfonamide,10-(3-(4-(2-hydroxyethyl)-1-piperidinyl)propyl)-n,n-dimethyl-"	"10h phenothiazine 2 sulfonamide 10 3 4 2 hydroxyethyl 1 piperidinyl propyl n n dimethyl "
