"PHA_CIP_C13"	"PHA_NOM_PA"	"PHA_ATC_L07"	"PHA_MED_COM"	"PHA_FRM_LIB"	"total"
"3400937381086"	"VERAPAMIL"	"VERAPAMIL"	"VERAPAMIL SANDOZ"	""	1
"3400937382786"	"FENOFIBRATE"	"FENOFIBRATE"	"FENOFIBRATE MYLAN"	"GELULE"	18
"3400937382908"	"NIFEDIPINE"	"NIFEDIPINE"	"NIFEDIPINE MYLAN"	"COMPRIME"	151
"3400937383097"	"ALTIZIDE + SPIRONOLACTONE"	"ALTIZIDE ET EPARGNEURS POTASSIQUES"	"SPIRONOLACTONE ALTIZIDE MYLAN"	""	2
"3400937383158"	"ALTIZIDE + SPIRONOLACTONE"	"ALTIZIDE ET EPARGNEURS POTASSIQUES"	"SPIRONOLACTONE ALTIZIDE MYLAN"	"COMPRIME"	1022
"3400937383387"	"SPIRONOLACTONE"	"SPIRONOLACTONE"	"SPIRONOLACTONE MYLAN"	"COMPRIME"	2
"3400937383677"	"QUINAPRIL"	"QUINAPRIL"	"QUINAPRIL MYLAN"	"COMPRIME"	2
"3400937383967"	"FENOFIBRATE"	"FENOFIBRATE"	"FENOFIBRATE MYLAN"	"GELULE"	1315
"3400937384339"	"ACEBUTOLOL"	"ACEBUTOLOL"	"ACEBUTOLOL MYLAN"	"COMPRIME"	295
"3400937384629"	"LISINOPRIL + HYDROCHLOROTHIAZIDE"	"LISINOPRIL ET DIURETIQUES"	"LISINOPRIL/HYDROCHLOROTHIAZIDE MYLAN"	"COMPRIME"	510
"3400937384919"	"CELIPROLOL"	"CELIPROLOL"	"CELIPROLOL MYLAN"	"COMPRIME"	1427
"3400937385398"	"FENOFIBRATE"	"FENOFIBRATE"	"FENOFIBRATE QUALIMED"	""	13
"3400937385688"	"CAPTOPRIL + HYDROCHLOROTHIAZIDE"	"CAPTOPRIL ET DIURETIQUES"	"CAPTOPRIL/HYDROCHLOROTHIAZIDE QUALIMED"	""	6
"3400937386630"	"CELIPROLOL"	"CELIPROLOL"	"CELIPROLOL QUALIMED"	""	43
"3400937387002"	"ACEBUTOLOL"	"ACEBUTOLOL"	"ACEBUTOLOL QUALIMED"	""	5
"3400937387811"	"BISOPROLOL"	"BISOPROLOL"	"BISOPROLOL TEVA"	"COMPRIME"	682
"3400937388290"	"CALCIUM + VITAMINE D3"	"CALCIUM EN ASSOCIATION AVEC VITAMINE D ET/OU AUTRES MEDICAMENTS"	"CALTRATE VITAMINE D3"	"COMPRIME"	837
"3400937388351"	"CALCIUM + VITAMINE D3"	"CALCIUM EN ASSOCIATION AVEC VITAMINE D ET/OU AUTRES MEDICAMENTS"	"CALTRATE VITAMINE D3"	""	2
"3400937388412"	"CALCIUM + VITAMINE D3"	"CALCIUM EN ASSOCIATION AVEC VITAMINE D ET/OU AUTRES MEDICAMENTS"	"OROCAL VITAMINE D3"	"COMPRIME"	439
"3400937389532"	"CALCIUM + VITAMINE D3"	"CALCIUM EN ASSOCIATION AVEC VITAMINE D ET/OU AUTRES MEDICAMENTS"	"CALCIPRAT VITAMINE D3"	"COMPRIME"	243
"3400937390590"	"VERAPAMIL"	"VERAPAMIL"	"VERAPAMIL RATIOPHARM"	"COMPRIME"	134
"3400937390712"	"FENOFIBRATE"	"FENOFIBRATE"	"FENOFIBRATE EG"	"GELULE"	168
"3400937390941"	"ATENOLOL"	"ATENOLOL"	"ATENOLOL EG"	"COMPRIME"	291
"3400937391191"	"ATENOLOL"	"ATENOLOL"	"ATENOLOL EG"	"COMPRIME"	175
"3400937391252"	"SPIRONOLACTONE"	"SPIRONOLACTONE"	"SPIRONOLACTONE EG"	"COMPRIME"	60
"3400937391313"	"SPIRONOLACTONE"	"SPIRONOLACTONE"	"SPIRONOLACTONE EG"	"COMPRIME"	41
"3400937391542"	"SIMVASTATINE"	"SIMVASTATINE"	"SIMVASTATINE EG"	"COMPRIME"	566
"3400937391603"	"METFORMINE"	"METFORMINE"	"METFORMINE EG"	""	248
"3400937391771"	"METFORMINE"	"METFORMINE"	"METFORMINE EG"	"COMPRIME"	504
"3400937391832"	"METFORMINE"	"METFORMINE"	"METFORMINE EG"	""	1
"3400937392082"	"LISINOPRIL"	"LISINOPRIL"	"LISINOPRIL EG"	"COMPRIME"	5
"3400937392143"	"LISINOPRIL"	"LISINOPRIL"	"LISINOPRIL EG"	"COMPRIME"	7
"3400937392204"	"LISINOPRIL"	"LISINOPRIL"	"LISINOPRIL EG"	"COMPRIME"	47
"3400937392372"	"LISINOPRIL"	"LISINOPRIL"	"LISINOPRIL EG"	"COMPRIME"	42
"3400937392723"	"ALTIZIDE + SPIRONOLACTONE"	"ALTIZIDE ET EPARGNEURS POTASSIQUES"	"SPIRONOLACTONE ALTIZIDE EG"	"COMPRIME"	255
"3400937392891"	"VERAPAMIL"	"VERAPAMIL"	"VERAPAMIL EG"	"COMPRIME"	294
"3400937393034"	"PRAVASTATINE"	"PRAVASTATINE"	"PRAVASTATINE BOUCHARA RECORDATI"	""	4
"3400937393263"	"PRAVASTATINE"	"PRAVASTATINE"	"PRAVASTATINE BOUCHARA RECORDATI"	""	5
"3400937393324"	"ENALAPRIL"	"ENALAPRIL"	"ENALAPRIL EG"	"COMPRIME"	62
"3400937393492"	"ENALAPRIL"	"ENALAPRIL"	"ENALAPRIL EG"	"COMPRIME"	307
"3400937393553"	"METOPROLOL"	"METOPROLOL"	"LOPRESSOR"	"COMPRIME"	182
"3400937393614"	"METOPROLOL"	"METOPROLOL"	"LOPRESSOR"	"COMPRIME"	539
"3400937393782"	"ISRADIPINE"	"ISRADIPINE"	"ICAZ"	"GELULE"	122
"3400937393904"	"ISRADIPINE"	"ISRADIPINE"	"ICAZ"	"GELULE"	412
"3400937394444"	"METFORMINE"	"METFORMINE"	"METFORMINE ARROW"	"COMPRIME"	2658
"3400937394505"	"METFORMINE"	"METFORMINE"	"METFORMINE ARROW"	""	2
"3400937394963"	"ENALAPRIL + HYDROCHLOROTHIAZIDE"	"ENALAPRIL ET DIURETIQUES"	"ENALAPRIL/HYDROCHLOROTHIAZIDE ARROW"	""	11
"3400937395045"	"ENALAPRIL"	"ENALAPRIL"	"ENALAPRIL ARROW"	"COMPRIME"	23
"3400937395793"	"ATENOLOL"	"ATENOLOL"	"ATENOLOL ARROW"	"COMPRIME"	418
"3400937395915"	"ATENOLOL"	"ATENOLOL"	"ATENOLOL ARROW"	"COMPRIME"	211
"3400937396394"	"LISINOPRIL"	"LISINOPRIL"	"LISINOPRIL ARROW"	"COMPRIME"	105
"3400937396745"	"PRAVASTATINE"	"PRAVASTATINE"	"PRAVASTATINE ARROW GENERIQUES"	"COMPRIME"	616
"3400937397056"	"SPIRONOLACTONE"	"SPIRONOLACTONE"	"SPIRONOLACTONE ARROW"	"COMPRIME"	3
"3400937397117"	"CELIPROLOL"	"CELIPROLOL"	"CELIPROLOL ARROW"	"COMPRIME"	229
"3400937397407"	"FENOFIBRATE"	"FENOFIBRATE"	"FENOFIBRATE ARROW"	"GELULE"	218
"3400937398008"	"BISOPROLOL"	"BISOPROLOL"	"BISOPROLOL ARROW"	"COMPRIME"	431
"3400937398176"	"PRAVASTATINE"	"PRAVASTATINE"	"PRAVASTATINE ARROW GENERIQUES"	"COMPRIME"	316
"3400937398985"	"BISOPROLOL"	"BISOPROLOL"	"BISOPROLOL RATIOPHARM"	"COMPRIME"	310
"3400937399418"	"SIMVASTATINE"	"SIMVASTATINE"	"SIMVASTATINE BOUCHARA RECORDATI"	"COMPRIME"	90
"3400937399586"	"RAMIPRIL"	"RAMIPRIL"	"RAMIPRIL BIOGARAN"	"COMPRIME"	838
"3400937399647"	"RAMIPRIL"	"RAMIPRIL"	"RAMIPRIL BIOGARAN"	""	1
"3400937399708"	"RAMIPRIL"	"RAMIPRIL"	"RAMIPRIL BIOGARAN"	"COMPRIME"	1391
"3400937399876"	"METFORMINE"	"METFORMINE"	"METFORMINE BGR"	""	4149
"3400937400398"	"MYCOPHENOLIQUE ACIDE"	"MYCOPHENOLIQUE ACIDE"	"MYCOPHENOLATE MOFETIL ZENTIVA"	"GELULE"	1
"3400937401111"	"RAMIPRIL"	"RAMIPRIL"	"RAMIPRIL BOUCHARA RECORDATI"	"COMPRIME"	9
"3400937401289"	"RAMIPRIL"	"RAMIPRIL"	"RAMIPRIL BOUCHARA RECORDATI"	"COMPRIME"	13
"3400937401340"	"RAMIPRIL"	"RAMIPRIL"	"RAMIPRIL BOUCHARA RECORDATI"	"COMPRIME"	7
"3400937401401"	"OLMESARTAN MEDOXOMIL"	"OLMESARTAN MEDOXOMIL"	"OLMETEC"	"COMPRIME"	4585
"3400937401630"	"OLMESARTAN MEDOXOMIL"	"OLMESARTAN MEDOXOMIL"	"OLMETEC"	"COMPRIME"	1354
"3400937401869"	"OLMESARTAN MEDOXOMIL"	"OLMESARTAN MEDOXOMIL"	"OLMETEC"	"COMPRIME"	9028
"3400937402002"	"OLMESARTAN MEDOXOMIL"	"OLMESARTAN MEDOXOMIL"	"OLMETEC"	"COMPRIME"	3465
"3400937402170"	"OLMESARTAN MEDOXOMIL"	"OLMESARTAN MEDOXOMIL"	"OLMETEC"	"COMPRIME"	3765
"3400937402460"	"OLMESARTAN MEDOXOMIL"	"OLMESARTAN MEDOXOMIL"	"OLMETEC"	"COMPRIME"	917
"3400937402989"	"RAMIPRIL"	"RAMIPRIL"	"RAMIPRIL TEVA SANTE"	"COMPRIME"	781
"3400937403702"	"RAMIPRIL"	"RAMIPRIL"	"RAMIPRIL TEVA SANTE"	"COMPRIME"	942
"3400937404532"	"RAMIPRIL"	"RAMIPRIL"	"RAMIPRIL TEVA SANTE"	"COMPRIME"	546
"3400937405362"	"CARVEDILOL"	"CARVEDILOL"	"CARVEDILOL MYLAN"	"COMPRIME"	253
"3400937405942"	"CARVEDILOL"	"CARVEDILOL"	"CARVEDILOL MYLAN"	"COMPRIME"	304
"3400937406604"	"PARACETAMOL"	"PARACETAMOL"	"PARACETAMOL RANBAXY"	""	1212
"3400937406772"	"PARACETAMOL"	"PARACETAMOL"	"PARACETAMOL ZYDUS"	"COMPRIME"	3255
"3400937406833"	"CROMOGLICIQUE ACIDE"	"CROMOGLICIQUE ACIDE"	"CROMOLUX"	""	1
"3400937407083"	"GLIBENCLAMIDE"	"GLIBENCLAMIDE"	"GLIBENCLAMIDE BIOGARAN"	"COMPRIME"	2808
"3400937407144"	"SIMVASTATINE"	"SIMVASTATINE"	"SIMVASTATINE EVOLUGEN"	""	125
"3400937407205"	"SIMVASTATINE"	"SIMVASTATINE"	"SIMVASTATINE EVOLUGEN"	""	8
"3400937407434"	"SIMVASTATINE"	"SIMVASTATINE"	"SIMVASTATINE EVOLUGEN"	""	9
"3400937408615"	"TERBINAFINE"	"TERBINAFINE"	"TERBINAFINE RATIOPHARM"	"COMPRIME"	14
"3400937408783"	"TERBINAFINE"	"TERBINAFINE"	"TERBINAFINE RATIOPHARM"	"COMPRIME"	336
"3400937410045"	"FENOFIBRATE"	"FENOFIBRATE"	"FENOFIBRATE WINTHROP"	""	1
"3400937411226"	"ORNITHINE OXOGLUTARATE"	"ORNITHINE OXOGLUTARATE"	"OXOGLURATE D'ORNITHINE CHIESI"	"POUDRE"	42
"3400937411394"	"GABAPENTINE"	"GABAPENTINE"	"GABAPENTINE SANDOZ"	"GELULE"	432
"3400937411455"	"GABAPENTINE"	"GABAPENTINE"	"GABAPENTINE SANDOZ"	"GELULE"	210
"3400937412865"	"FLUTICASONE"	"FLUTICASONE"	"FLIXONASE"	"SUSPENSION"	4795
"3400937413985"	"SIMVASTATINE"	"SIMVASTATINE"	"SIMVASTATINE REF"	""	782
"3400937414067"	"NIMESULIDE"	"NIMESULIDE"	"NEXEN"	"COMPRIME"	137
"3400937414876"	"PROGESTERONE"	"PROGESTERONE"	"ESTIMA"	"CAPSULE MOLLE"	1159
"3400937415019"	"PROGESTERONE"	"PROGESTERONE"	"ESTIMA"	"CAPSULE MOLLE"	2435
"3400937416719"	"PAROXETINE"	"PAROXETINE"	"PAROXETINE QUALIMED"	""	437
"3400937417310"	"PAROXETINE"	"PAROXETINE"	"PAROXETINE MYLAN"	"COMPRIME"	21698
"3400937418430"	"MOLSIDOMINE"	"MOLSIDOMINE"	"MOLSIDOMINE ALTER"	""	3
"3400937419550"	"ZOFENOPRIL"	"ZOFENOPRIL"	"ZOFENIL"	"COMPRIME"	4
"3400937419789"	"ZOFENOPRIL"	"ZOFENOPRIL"	"ZOFENIL"	"COMPRIME"	805
"3400937419840"	"ZOFENOPRIL"	"ZOFENOPRIL"	"ZOFENIL"	"COMPRIME"	120
"3400937419901"	"ZOFENOPRIL"	"ZOFENOPRIL"	"ZOFENIL"	"COMPRIME"	1290
"3400937420099"	"ZOFENOPRIL"	"ZOFENOPRIL"	"ZOFENIL"	"COMPRIME"	252
"3400937420389"	"NEBIVOLOL"	"NEBIVOLOL"	"TEMERIT"	"COMPRIME"	16745
"3400937420440"	"NEBIVOLOL"	"NEBIVOLOL"	"TEMERIT"	"COMPRIME"	3476
"3400937420730"	"NEBIVOLOL"	"NEBIVOLOL"	"NEBILOX"	"COMPRIME"	6621
"3400937420969"	"NEBIVOLOL"	"NEBIVOLOL"	"NEBILOX"	"COMPRIME"	1220
"3400937421270"	"ZOFENOPRIL + HYDROCHLOROTHIAZIDE"	"ZOFENOPRIL ET DIURETIQUES"	"ZOFENILDUO"	"COMPRIME"	173
"3400937422451"	"PRAVASTATINE"	"PRAVASTATINE"	"PRAVASTATINE MYLAN"	""	1457
"3400937422512"	"PRAVASTATINE"	"PRAVASTATINE"	"PRAVASTATINE MYLAN"	""	1
"3400937422970"	"SODIUM BORATE"	"SODIUM BORATE"	"STERIDOSE"	"SOLUTION"	1202
"3400937424004"	"CAPTOPRIL + HYDROCHLOROTHIAZIDE"	"CAPTOPRIL ET DIURETIQUES"	"CAPTOPRIL/HYDROCHLOROTHIAZIDE TEVA"	"COMPRIME"	190
"3400937424981"	"LISINOPRIL"	"LISINOPRIL"	"LISINOPRIL ZYDUS"	"COMPRIME"	123
"3400937425063"	"LISINOPRIL"	"LISINOPRIL"	"LISINOPRIL ZYDUS"	"COMPRIME"	1
"3400937426473"	"PAROXETINE"	"PAROXETINE"	"PAROXETINE ALMUS"	"COMPRIME"	252
"3400937426763"	"PAROXETINE"	"PAROXETINE"	"PAROXETINE ALMUS"	"COMPRIME"	27
"3400937426992"	"PAROXETINE"	"PAROXETINE"	"PAROXETINE EVOLUGEN"	"COMPRIME"	650
"3400937427425"	"PAROXETINE"	"PAROXETINE"	"PAROXETINE ALTER"	"COMPRIME"	140
"3400937427944"	"NICORANDIL"	"NICORANDIL"	"NICORANDIL TEVA"	""	1
"3400937428606"	"AMOXICILLINE/ACIDE CLAVULANIQUE"	"AMOXICILLINE ET INHIBITEUR D'ENZYME"	"AMOXICILLINE/ACIDE CLAVULANIQUE ZENTIVA"	"COMPRIME"	1832
"3400937428835"	"AMOXICILLINE/ACIDE CLAVULANIQUE"	"AMOXICILLINE ET INHIBITEUR D'ENZYME"	"AMOXICILLINE/ACIDE CLAVULANIQUE ZENTIVA"	"COMPRIME"	1985
"3400937429375"	"VENLAFAXINE"	"VENLAFAXINE"	"VENLAFAXINE BOUCHARA RECORDATI"	"GELULE"	41
"3400937429955"	"VENLAFAXINE"	"VENLAFAXINE"	"VENLAFAXINE BOUCHARA RECORDATI"	"GELULE"	77
"3400937436069"	"ALENDRONIQUE ACIDE"	"ALENDRONIQUE ACIDE"	"ALENDRONIQUE ACIDE MYLAN"	"COMPRIME"	1994
"3400937436298"	"ALENDRONIQUE ACIDE"	"ALENDRONIQUE ACIDE"	"ALENDRONIQUE ACIDE MYLAN"	"COMPRIME"	642
"3400937437011"	"ALENDRONIQUE ACIDE"	"ALENDRONIQUE ACIDE"	"ALENDRONIQUE ACIDE QUALIMED"	""	66
"3400937437240"	"ALENDRONIQUE ACIDE"	"ALENDRONIQUE ACIDE"	"ALENDRONIQUE ACIDE QUALIMED"	""	5
"3400937438131"	"AMLODIPINE"	"AMLODIPINE"	"AMLODIPINE QUALIMED"	""	235
"3400937438421"	"AMLODIPINE"	"AMLODIPINE"	"AMLODIPINE QUALIMED"	""	45
"3400937439022"	"AMLODIPINE"	"AMLODIPINE"	"AMLODIPINE QUALIMED"	""	149
"3400937439190"	"AMLODIPINE"	"AMLODIPINE"	"AMLODIPINE QUALIMED"	""	22
"3400937439602"	"AMLODIPINE"	"AMLODIPINE"	"AMLODIPINE MYLAN"	"GELULE"	12065
"3400937439831"	"AMLODIPINE"	"AMLODIPINE"	"AMLODIPINE MYLAN"	"GELULE"	2577
"3400937440141"	"AMLODIPINE"	"AMLODIPINE"	"AMLODIPINE MYLAN"	"GELULE"	166
"3400937440660"	"AMLODIPINE"	"AMLODIPINE"	"AMLODIPINE MYLAN"	"GELULE"	6351
"3400937440721"	"AMLODIPINE"	"AMLODIPINE"	"AMLODIPINE MYLAN"	"GELULE"	1342
"3400937440950"	"AMLODIPINE"	"AMLODIPINE"	"AMLODIPINE MYLAN"	"GELULE"	21
"3400937441902"	"GABAPENTINE"	"GABAPENTINE"	"GABAPENTINE EVOLUGEN"	"GELULE"	124
"3400937442442"	"GABAPENTINE"	"GABAPENTINE"	"GABAPENTINE BIOGARAN"	"GELULE"	1325
"3400937443043"	"GABAPENTINE"	"GABAPENTINE"	"GABAPENTINE BIOGARAN"	"GELULE"	718
"3400937443791"	"GABAPENTINE"	"GABAPENTINE"	"GABAPENTINE ZENTIVA"	"GELULE"	201
"3400937444453"	"GABAPENTINE"	"GABAPENTINE"	"GABAPENTINE ZENTIVA"	"GELULE"	320
"3400937444972"	"GABAPENTINE"	"GABAPENTINE"	"GABAPENTINE CRISTERS"	"GELULE"	20
"3400937445283"	"GABAPENTINE"	"GABAPENTINE"	"GABAPENTINE TORLAN"	"GELULE"	1
"3400937445405"	"LISINOPRIL"	"LISINOPRIL"	"LISINOPRIL MYLAN"	"COMPRIME"	639
"3400937445863"	"LISINOPRIL"	"LISINOPRIL"	"LISINOPRIL MYLAN"	"COMPRIME"	56
"3400937446693"	"GABAPENTINE"	"GABAPENTINE"	"GABAPENTINE EVOLUGEN"	"GELULE"	114
"3400937448246"	"GABAPENTINE"	"GABAPENTINE"	"GABAPENTINE ALTER"	"GELULE"	15
"3400937449076"	"NICERGOLINE"	"NICERGOLINE"	"NICERGOLINE TEVA"	"GELULE"	17
"3400937450546"	"MOXONIDINE"	"MOXONIDINE"	"MOXONIDINE TEVA SANTE"	""	40
"3400937450607"	"MOXONIDINE"	"MOXONIDINE"	"MOXONIDINE TEVA SANTE"	"COMPRIME"	37
"3400937450836"	"MOXONIDINE"	"MOXONIDINE"	"MOXONIDINE TEVA SANTE"	"COMPRIME"	4
"3400937451086"	"MOXONIDINE"	"MOXONIDINE"	"MOXONIDINE TEVA SANTE"	""	112
"3400937451147"	"MOXONIDINE"	"MOXONIDINE"	"MOXONIDINE TEVA SANTE"	"COMPRIME"	72
"3400937451376"	"MOXONIDINE"	"MOXONIDINE"	"MOXONIDINE TEVA SANTE"	"COMPRIME"	12
"3400937452328"	"LISINOPRIL + HYDROCHLOROTHIAZIDE"	"LISINOPRIL ET DIURETIQUES"	"LISINOPRIL HYDROCHLOROTHIAZIDE ARROW LAB"	"COMPRIME"	56
"3400937452557"	"PINAVERIUM"	"PINAVERIUM"	"PINAVERIUM EG"	"COMPRIME"	373
"3400937453097"	"LISINOPRIL"	"LISINOPRIL"	"LISINOPRIL ACTAVIS"	"COMPRIME"	19
"3400937454797"	"PRAVASTATINE"	"PRAVASTATINE"	"PRAVASTATINE ZENTIVA"	""	2311
"3400937454858"	"PRAVASTATINE"	"PRAVASTATINE"	"PRAVASTATINE ZENTIVA"	""	438
"3400937454919"	"PRAVASTATINE"	"PRAVASTATINE"	"PRAVASTATINE ZENTIVA"	""	5830
"3400937455169"	"PRAVASTATINE"	"PRAVASTATINE"	"PRAVASTATINE ZENTIVA"	""	1458
"3400937455220"	"PRAVASTATINE"	"PRAVASTATINE"	"PRAVASTATINE ZENTIVA"	"COMPRIME"	1355
"3400937455459"	"PRAVASTATINE"	"PRAVASTATINE"	"PRAVASTATINE ZYDUS"	"COMPRIME"	537
"3400937455510"	"PRAVASTATINE"	"PRAVASTATINE"	"PRAVASTATINE ZYDUS"	"COMPRIME"	62
"3400937455688"	"PRAVASTATINE"	"PRAVASTATINE"	"PRAVASTATINE ZYDUS"	"COMPRIME"	1191
"3400937455749"	"PRAVASTATINE"	"PRAVASTATINE"	"PRAVASTATINE ZYDUS"	"COMPRIME"	214
"3400937456050"	"ALGINIQUE ACIDE + BICARBONATE DE SODIUM"	"ALGINIQUE ACIDE EN ASSOCIATION AVEC ANTIACIDES"	"ALGINATE DE SODIUM/BICARBONATE DE SODIUM TEVA"	"SUSPENSION"	109
"3400937456111"	"ALGINIQUE ACIDE + BICARBONATE DE SODIUM"	"ALGINIQUE ACIDE EN ASSOCIATION AVEC ANTIACIDES"	"ALGINATE DE SODIUM/BICARBONATE DE SODIUM SANDOZ"	"SUSPENSION"	100
"3400937456289"	"ALGINIQUE ACIDE + BICARBONATE DE SODIUM"	"ALGINIQUE ACIDE EN ASSOCIATION AVEC ANTIACIDES"	"ALGINATE DE SODIUM/BICARBONATE DE SODIUM EG"	""	21
"3400937456340"	"SERTRALINE"	"SERTRALINE"	"SERTRALINE BIOGARAN"	"GELULE"	994
"3400937458580"	"ELTROMBOPAG"	"ELTROMBOPAG"	"REVOLADE"	"COMPRIME"	9
"3400937458641"	"ELTROMBOPAG"	"ELTROMBOPAG"	"REVOLADE"	"COMPRIME"	33
"3400937458870"	"ELTROMBOPAG"	"ELTROMBOPAG"	"REVOLADE"	"COMPRIME"	8
"3400937458931"	"ELTROMBOPAG"	"ELTROMBOPAG"	"REVOLADE"	"COMPRIME"	63
"3400937459013"	"CORIFOLLITROPINE ALFA"	"CORIFOLLITROPINE ALFA"	"ELONVA"	"SOLUTION"	3
"3400937459181"	"CORIFOLLITROPINE ALFA"	"CORIFOLLITROPINE ALFA"	"ELONVA"	"SOLUTION"	7
"3400937459990"	"AZITHROMYCINE"	"AZITHROMYCINE"	"AZITHROMYCINE EVOLUGEN"	"COMPRIME"	91
"3400937460590"	"SPIRAMYCINE"	"SPIRAMYCINE"	"SPIRAMYCINE CRISTERS"	"COMPRIME"	16
"3400937460880"	"SPIRAMYCINE"	"SPIRAMYCINE"	"SPIRAMYCINE CRISTERS"	"COMPRIME"	17
"3400937461191"	"SPIRAMYCINE"	"SPIRAMYCINE"	"SPIRAMYCINE MYLAN"	"COMPRIME"	151
"3400937461481"	"SPIRAMYCINE"	"SPIRAMYCINE"	"SPIRAMYCINE MYLAN"	"COMPRIME"	164
"3400937463843"	"AMLODIPINE"	"AMLODIPINE"	"AMLODIPINE BOUCHARA-RECORDATI"	"GELULE"	744
"3400937464093"	"AMLODIPINE"	"AMLODIPINE"	"AMLODIPINE BOUCHARA-RECORDATI"	"GELULE"	453
"3400937464215"	"BUPRENORPHINE"	"BUPRENORPHINE"	"BUPRENORPHINE MYLAN"	"COMPRIME"	2225
"3400937464383"	"GESTODENE, ETHINYLESTRADIOL"	"GESTODENE ET ESTROGENE"	"GESTODENE/ETHINYLESTRADIOL BIOGARAN"	"COMPRIME"	19
"3400937464444"	"GESTODENE, ETHINYLESTRADIOL"	"GESTODENE ET ESTROGENE"	"GESTODENE/ETHINYLESTRADIOL BIOGARAN"	"COMPRIME"	1156
"3400937464505"	"GESTODENE, ETHINYLESTRADIOL"	"GESTODENE ET ESTROGENE"	"GESTODENE/ETHINYLESTRADIOL BIOGARAN"	"COMPRIME"	5
"3400937464673"	"GESTODENE, ETHINYLESTRADIOL"	"GESTODENE ET ESTROGENE"	"GESTODENE/ETHINYLESTRADIOL BIOGARAN"	"COMPRIME"	287
"3400937464963"	"GABAPENTINE"	"GABAPENTINE"	"GABAPENTINE GNR"	""	51
"3400937465106"	"GABAPENTINE"	"GABAPENTINE"	"GABAPENTINE GNR"	""	23
"3400937465335"	"NORFLOXACINE"	"NORFLOXACINE"	"NORFLOXACINE RANBAXY"	"COMPRIME"	282
"3400937465625"	"NIFEDIPINE"	"NIFEDIPINE"	"NIFEDIPINE SANDOZ"	"COMPRIME"	453
"3400937466516"	"CYPROTERONE"	"CYPROTERONE"	"CYPROTERONE STRAGEN"	"COMPRIME"	227
"3400937466745"	"KETOPROFENE"	"KETOPROFENE"	"KETOPROFENE PHARMY II"	"SOLUTION"	739
"3400937466974"	"PRAVASTATINE"	"PRAVASTATINE"	"PRAVASTATINE ALMUS"	"COMPRIME"	276
"3400937467117"	"PRAVASTATINE"	"PRAVASTATINE"	"PRAVASTATINE ALMUS"	"COMPRIME"	35
"3400937468695"	"PRAVASTATINE"	"PRAVASTATINE"	"PRAVASTATINE ALMUS"	"COMPRIME"	91
"3400937469067"	"GLIMEPIRIDE"	"GLIMEPIRIDE"	"GLIMEPIRIDE RANBAXY"	"COMPRIME"	73
"3400937469357"	"GLIMEPIRIDE"	"GLIMEPIRIDE"	"GLIMEPIRIDE RANBAXY"	"COMPRIME"	4
"3400937469647"	"GLIMEPIRIDE"	"GLIMEPIRIDE"	"GLIMEPIRIDE RANBAXY"	"COMPRIME"	85
"3400937469937"	"GLIMEPIRIDE"	"GLIMEPIRIDE"	"GLIMEPIRIDE RANBAXY"	"COMPRIME"	4
"3400937470247"	"GLIMEPIRIDE"	"GLIMEPIRIDE"	"GLIMEPIRIDE RANBAXY"	"COMPRIME"	42
"3400937470537"	"GLIMEPIRIDE"	"GLIMEPIRIDE"	"GLIMEPIRIDE RANBAXY"	"COMPRIME"	1
"3400937470995"	"GLIMEPIRIDE"	"GLIMEPIRIDE"	"GLIMEPIRIDE RANBAXY"	"COMPRIME"	39
"3400937471367"	"GLIMEPIRIDE"	"GLIMEPIRIDE"	"GLIMEPIRIDE RANBAXY"	"COMPRIME"	1
"3400937471657"	"GLIMEPIRIDE"	"GLIMEPIRIDE"	"GLIMEPIRIDE EG"	"COMPRIME"	227
"3400937471947"	"GLIMEPIRIDE"	"GLIMEPIRIDE"	"GLIMEPIRIDE EG"	"COMPRIME"	21
"3400937472258"	"GLIMEPIRIDE"	"GLIMEPIRIDE"	"GLIMEPIRIDE EG"	"COMPRIME"	222
"3400937472548"	"GLIMEPIRIDE"	"GLIMEPIRIDE"	"GLIMEPIRIDE EG"	"COMPRIME"	41
"3400937472838"	"GLIMEPIRIDE"	"GLIMEPIRIDE"	"GLIMEPIRIDE EG"	"COMPRIME"	203
"3400937477680"	"DEXAMETHASONE"	"DEXAMETHASONE"	"DEXAFREE"	"COLLYRE"	6143
"3400937477802"	"DOMPERIDONE"	"DOMPERIDONE"	"PERIDYS"	"COMPRIME"	4088
"3400937479462"	"TRAMADOL"	"TRAMADOL"	"TRAMADOL TEVA LP"	"COMPRIME"	727
"3400937479981"	"GLIMEPIRIDE"	"GLIMEPIRIDE"	"GLIMEPIRIDE EG"	"COMPRIME"	34
"3400937480291"	"GLIMEPIRIDE"	"GLIMEPIRIDE"	"GLIMEPIRIDE EG"	"COMPRIME"	331
"3400937480581"	"GLIMEPIRIDE"	"GLIMEPIRIDE"	"GLIMEPIRIDE EG"	"COMPRIME"	48
"3400937480642"	"GLIMEPIRIDE"	"GLIMEPIRIDE"	"GLIMEPIRIDE SANDOZ"	"COMPRIME"	501
"3400937480871"	"GLIMEPIRIDE"	"GLIMEPIRIDE"	"GLIMEPIRIDE SANDOZ"	"COMPRIME"	527
"3400937481014"	"GLIMEPIRIDE"	"GLIMEPIRIDE"	"GLIMEPIRIDE SANDOZ"	"COMPRIME"	669
"3400937481243"	"GLIMEPIRIDE"	"GLIMEPIRIDE"	"GLIMEPIRIDE SANDOZ"	"COMPRIME"	594
