code	termino	synonyme	"synonyme"
DB08388	drugbank	5-(2-ETHOXYETHYL)-5-[4-(4-FLUOROPHENOXY)PHENOXY]PYRIMIDINE-2,4,6(1H,3H,5H)-TRIONE	"5 2 ethoxyethyl 5 4 4 fluorophenoxy phenoxy pyrimidine 2 4 6 1h 3h 5h trione"
DB08389	drugbank	6,7-DIMETHOXY-4-[(3R)-3-(2-NAPHTHYLOXY)PYRROLIDIN-1-YL]QUINAZOLINE	"6 7 dimethoxy 4 3r 3 2 naphthyloxy pyrrolidin 1 yl quinazoline"
DB08390	drugbank	(6S)-6-CYCLOPENTYL-6-[2-(3-FLUORO-4-ISOPROPOXYPHENYL)ETHYL]-4-HYDROXY-5,6-DIHYDRO-2H-PYRAN-2-ONE	" 6s 6 cyclopentyl 6 2 3 fluoro 4 isopropoxyphenyl ethyl 4 hydroxy 5 6 dihydro 2h pyran 2 one"
DB08391	drugbank	6,7-DIMETHOXY-4-[(3R)-3-(QUINOXALIN-2-YLOXY)PYRROLIDIN-1-YL]QUINAZOLINE	"6 7 dimethoxy 4 3r 3 quinoxalin 2 yloxy pyrrolidin 1 yl quinazoline"
DB08392	drugbank	2-[5,6-BIS-(4-METHOXY-PHENYL)-FURO[2,3-D]PYRIMIDIN-4-YLAMINO]-ETHANOL	"2 5 6 bis 4 methoxy phenyl furo 2 3 d pyrimidin 4 ylamino ethanol"
DB08393	drugbank	2-[(5,6-DIPHENYLFURO[2,3-D]PYRIMIDIN-4-YL)AMINO]ETHANOL	"2 5 6 diphenylfuro 2 3 d pyrimidin 4 yl amino ethanol"
DB08394	drugbank	PARA-NITROPHENYLPHOSPHONOBUTANOYL-GLYCINE	"para nitrophenylphosphonobutanoyl glycine"
DB08395	drugbank	2-(ETHOXYMETHYL)-4-(4-FLUOROPHENYL)-3-[2-(2-HYDROXYPHENOXY)PYRIMIDIN-4-YL]ISOXAZOL-5(2H)-ONE	"2 ethoxymethyl 4 4 fluorophenyl 3 2 2 hydroxyphenoxy pyrimidin 4 yl isoxazol 5 2h one"
DB08396	drugbank	4-{[(Z)-(5-OXO-2-PHENYL-1,3-OXAZOL-4(5H)-YLIDENE)METHYL]AMINO}BUTANOIC ACID	"4 z 5 oxo 2 phenyl 1 3 oxazol 4 5h ylidene methyl amino butanoic acid"
DB08397	drugbank	6-(DIFLUORO-PHOSPHONO-METHYL)-NAPHTHALENE-2-CARBOXYLIC ACID	"6 difluoro phosphono methyl naphthalene 2 carboxylic acid"
DB08398	drugbank	2-AMINO-1-METHYL-6-PHENYLIMIDAZO[4,5-B]PYRIDINE	"2 amino 1 methyl 6 phenylimidazo 4 5 b pyridine"
DB08399	drugbank	PICEATANNOL	"piceatannol"
DB08400	drugbank	4-(3-{[5-(trifluoromethyl)pyridin-2-yl]oxy}benzyl)piperidine-1-carboxylic acid	"4 3 5 trifluoromethyl pyridin 2 yl oxy benzyl piperidine 1 carboxylic acid"
DB08401	drugbank	(2E)-2-({(2S)-2-CARBOXY-2-[(PHENOXYACETYL)AMINO]ETHOXY}IMINO)PENTANEDIOIC ACID	" 2e 2 2s 2 carboxy 2 phenoxyacetyl amino ethoxy imino pentanedioic acid"
DB08402	drugbank	2-[(2,4-DICHLOROBENZOYL)AMINO]-5-(PYRIMIDIN-2-YLOXY)BENZOIC ACID	"2 2 4 dichlorobenzoyl amino 5 pyrimidin 2 yloxy benzoic acid"
DB08403	drugbank	METHYLAMINO-PHENYLALANYL-LEUCYL-HYDROXAMIC ACID	"methylamino phenylalanyl leucyl hydroxamic acid"
DB08404	drugbank	S-(2-{[N-(2-HYDROXY-4-{[HYDROXY(OXIDO)PHOSPHINO]OXY}-3,3-DIMETHYLBUTANOYL)-BETA-ALANYL]AMINO}ETHYL) HEXANETHIOATE	"s 2 n 2 hydroxy 4 hydroxy oxido phosphino oxy 3 3 dimethylbutanoyl beta alanyl amino ethyl hexanethioate"
DB08405	drugbank	S-(2-{[N-(2-HYDROXY-4-{[HYDROXY(OXIDO)PHOSPHINO]OXY}-3,3-DIMETHYLBUTANOYL)-BETA-ALANYL]AMINO}ETHYL) HEPTANETHIOATE	"s 2 n 2 hydroxy 4 hydroxy oxido phosphino oxy 3 3 dimethylbutanoyl beta alanyl amino ethyl heptanethioate"
DB08406	drugbank	[N-(2,4-DIAMINOPTERIDIN-6-YL)-METHYL]-DIBENZ[B,F]AZEPINE	" n 2 4 diaminopteridin 6 yl methyl dibenz b f azepine"
DB08407	drugbank	PLATENSIMYCIN	"platensimycin"
DB08408	drugbank	(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-({3-oxo-3-[(2-sulfanylethyl)amino]propyl}amino)butyl 2,2-dimethylpropanoate	" 3r 3 hydroxy 2 2 dimethyl 4 oxo 4 3 oxo 3 2 sulfanylethyl amino propyl amino butyl 2 2 dimethylpropanoate"
DB08409	drugbank	4-NITRO-BENZYLPHOSPHONOBUTANOYL-GLYCINE	"4 nitro benzylphosphonobutanoyl glycine"
DB08410	drugbank	PARA-NITROBENZYL GLUTARYL GLYCINIC ACID	"para nitrobenzyl glutaryl glycinic acid"
DB08411	drugbank	PARA-NITROPHENYL PHOSPHONOBUTANOYL L-ALANINE	"para nitrophenyl phosphonobutanoyl l alanine"
DB08412	drugbank	6-{4-[HYDROXY-(4-NITRO-PHENOXY)-PHOSPHORYL]-BUTYRYLAMINO}-HEXANOIC ACID	"6 4 hydroxy 4 nitro phenoxy phosphoryl butyrylamino hexanoic acid"
DB08413	drugbank	METHYL-PHOSPHONIC ACID MONO-(4-NITRO-PHENYL) ESTER	"methyl phosphonic acid mono 4 nitro phenyl ester"
DB08414	drugbank	6-CHLORO-2-(1-FURO[2,3-C]PYRIDIN-5-YL-ETHYLSULFANYL)-PYRIMIDIN-4-YLAMINE	"6 chloro 2 1 furo 2 3 c pyridin 5 yl ethylsulfanyl pyrimidin 4 ylamine"
DB08416	drugbank	(9BETA,13ALPHA,14BETA,17ALPHA)-2-METHOXYESTRA-1,3,5(10)-TRIENE-3,17-DIYL DISULFAMATE	" 9beta 13alpha 14beta 17alpha 2 methoxyestra 1 3 5 10 triene 3 17 diyl disulfamate"
DB08418	drugbank	(4aS,4bR,10bS,12aS)-12a-methyl-1,3-dioxo-2-(pyridin-3-ylmethyl)-1,2,3,4,4a,4b,5,6,10b,11,12,12a-dodecahydronaphtho[2,1-f]isoquinolin-8-yl sulfamate	" 4as 4br 10bs 12as 12a methyl 1 3 dioxo 2 pyridin 3 ylmethyl 1 2 3 4 4a 4b 5 6 10b 11 12 12a dodecahydronaphtho 2 1 f isoquinolin 8 yl sulfamate"
DB08419	drugbank	(1S)-1-(PHENOXYMETHYL)PROPYL METHYLPHOSPHONOCHLORIDOATE	" 1s 1 phenoxymethyl propyl methylphosphonochloridoate"
DB08420	drugbank	1-{[1-(2-AMINO-3-PHENYL-PROPIONYL)-PYRROLIDINE-2-CARBONYL]-AMINO}-2-(3-CYANO-PHENYL)-ETHANEBORONIC ACID	"1 1 2 amino 3 phenyl propionyl pyrrolidine 2 carbonyl amino 2 3 cyano phenyl ethaneboronic acid"
DB08421	drugbank	PIPERIDINE-2-CARBOXYLIC ACID TERT-BUTYLAMIDE	"piperidine 2 carboxylic acid tert butylamide"
DB08422	drugbank	[PHENYLALANINYL-PROLINYL]-[2-(PYRIDIN-4-YLAMINO)-ETHYL]-AMINE	" phenylalaninyl prolinyl 2 pyridin 4 ylamino ethyl amine"
DB08423	drugbank	[5-AMINO-1-(4-FLUOROPHENYL)-1H-PYRAZOL-4-YL][3-(PIPERIDIN-4-YLOXY)PHENYL]METHANONE	" 5 amino 1 4 fluorophenyl 1h pyrazol 4 yl 3 piperidin 4 yloxy phenyl methanone"
DB08424	drugbank	[5-AMINO-1-(4-FLUOROPHENYL)-1H-PYRAZOL-4-YL](3-{[(2R)-2,3-DIHYDROXYPROPYL]OXY}PHENYL)METHANONE	" 5 amino 1 4 fluorophenyl 1h pyrazol 4 yl 3 2r 2 3 dihydroxypropyl oxy phenyl methanone"
DB08425	drugbank	3(S)-AMINO-4-PHENYL-BUTAN-2(R)-OL	"3 s amino 4 phenyl butan 2 r ol"
DB08426	drugbank	THIENO[3,2-B]PYRIDINE-2-SULFONIC ACID [2-OXO-1-(1H-PYRROLO[2,3-C]PYRIDIN-2-YLMETHYL)-PYRROLIDIN-3-YL]-AMIDE	"thieno 3 2 b pyridine 2 sulfonic acid 2 oxo 1 1h pyrrolo 2 3 c pyridin 2 ylmethyl pyrrolidin 3 yl amide"
DB08427	drugbank	PREPHENIC ACID	"prephenic acid"
DB08428	drugbank	3(S)-AMINO-4-PHENYL-BUTAN-2(S)-OL	"3 s amino 4 phenyl butan 2 s ol"
DB08429	drugbank	N-({(2S)-1-[(3R)-3-amino-4-(3-chlorophenyl)butanoyl]pyrrolidin-2-yl}methyl)-3-(methylsulfonyl)benzamide	"n 2s 1 3r 3 amino 4 3 chlorophenyl butanoyl pyrrolidin 2 yl methyl 3 methylsulfonyl benzamide"
DB08430	drugbank	PARA-NITROPHENYL 1-THIO-BETA-D-GLUCOPYRANOSIDE	"para nitrophenyl 1 thio beta d glucopyranoside"
DB08431	drugbank	[(3R,4S)-4-HYDROXY-3-METHYL-2-OXOHEXYL]PHOSPHONIC ACID	" 3r 4s 4 hydroxy 3 methyl 2 oxohexyl phosphonic acid"
DB08432	drugbank	THYMIDINE-5'-THIOPHOSPHATE	"thymidine 5 thiophosphate"
DB08433	drugbank	phenyl ethenesulfonate	"phenyl ethenesulfonate"
DB08434	drugbank	2-METHYLCARBAMOYL-3-(4-PHOSPHONOOXY-PHENYL)-CYCLOPROPANECARBOXYLIC ACID	"2 methylcarbamoyl 3 4 phosphonooxy phenyl cyclopropanecarboxylic acid"
DB08435	drugbank	(5E,14E)-11-oxoprosta-5,9,12,14-tetraen-1-oic acid	" 5e 14e 11 oxoprosta 5 9 12 14 tetraen 1 oic acid"
DB08436	drugbank	8-BENZO[1,3]DIOXOL-,5-YLMETHYL-9-BUTYL-9H-	"8 benzo 1 3 dioxol 5 ylmethyl 9 butyl 9h "
DB08437	drugbank	Puromycin	"puromycin"
DB08438	drugbank	(2E,4R,5S)-2,3,4,5-TETRAHYDROXY-6-(PALMITOYLOXY)HEX-2-ENOIC ACID	" 2e 4r 5s 2 3 4 5 tetrahydroxy 6 palmitoyloxy hex 2 enoic acid"
DB08439	drugbank	Parecoxib	"parecoxib"
DB08440	drugbank	N-1,10-phenanthrolin-5-ylacetamide	"n 1 10 phenanthrolin 5 ylacetamide"
DB08441	drugbank	6-BROMO-13-THIA-2,4,8,12,19-PENTAAZATRICYCLO[12.3.1.1~3,7~]NONADECA-1(18),3(19),4,6,14,16-HEXAENE 13,13-DIOXIDE	"6 bromo 13 thia 2 4 8 12 19 pentaazatricyclo 12 3 1 1~3 7~ nonadeca 1 18 3 19 4 6 14 16 hexaene 13 13 dioxide"
DB08442	drugbank	4-{[(2R)-2-(2-methylphenyl)pyrrolidin-1-yl]carbonyl}benzene-1,3-diol	"4 2r 2 2 methylphenyl pyrrolidin 1 yl carbonyl benzene 1 3 diol"
DB08443	drugbank	2-(1H-pyrrol-1-ylcarbonyl)benzene-1,3,5-triol	"2 1h pyrrol 1 ylcarbonyl benzene 1 3 5 triol"
DB08444	drugbank	3-[2-bromo-4-(1H-pyrazolo[3,4-c]pyridazin-3-ylmethyl)phenoxy]-5-methylbenzonitrile	"3 2 bromo 4 1h pyrazolo 3 4 c pyridazin 3 ylmethyl phenoxy 5 methylbenzonitrile"
DB08445	drugbank	(3R,4S)-1-[6-(6-METHOXYPYRIDIN-3-YL)PYRIMIDIN-4-YL]-4-(2,4,5-TRIFLUOROPHENYL)PYRROLIDIN-3-AMINE	" 3r 4s 1 6 6 methoxypyridin 3 yl pyrimidin 4 yl 4 2 4 5 trifluorophenyl pyrrolidin 3 amine"
DB08446	drugbank	3-[6-bromo-2-fluoro-3-(1H-pyrazolo[3,4-c]pyridazin-3-ylmethyl)phenoxy]-5-chlorobenzonitrile	"3 6 bromo 2 fluoro 3 1h pyrazolo 3 4 c pyridazin 3 ylmethyl phenoxy 5 chlorobenzonitrile"
DB08447	drugbank	3-{3-[(DIMETHYLAMINO)METHYL]-1H-INDOL-7-YL}PROPAN-1-OL	"3 3 dimethylamino methyl 1h indol 7 yl propan 1 ol"
DB08448	drugbank	(4aS)-5-[(2,4-diaminopteridin-6-yl)methyl]-4a,5-dihydro-2H-dibenzo[b,f]azepin-8-ol	" 4as 5 2 4 diaminopteridin 6 yl methyl 4a 5 dihydro 2h dibenzo b f azepin 8 ol"
DB08449	drugbank	2-(3-((4,5,7-trifluorobenzo[d]thiazol-2-yl)methyl)-1H-pyrrolo[2,3-b]pyridin-1-yl)acetic acid	"2 3 4 5 7 trifluorobenzo d thiazol 2 yl methyl 1h pyrrolo 2 3 b pyridin 1 yl acetic acid"
DB08450	drugbank	N-1H-indazol-5-yl-2-(6-methylpyridin-2-yl)quinazolin-4-amine	"n 1h indazol 5 yl 2 6 methylpyridin 2 yl quinazolin 4 amine"
DB08451	drugbank	N-(QUINOLIN-8-YL)METHANESULFONAMIDE	"n quinolin 8 yl methanesulfonamide"
DB08453	drugbank	2-NONYL-4-HYDROXYQUINOLINE N-OXIDE	"2 nonyl 4 hydroxyquinoline n oxide"
DB08454	drugbank	N-(5-METHYL-1H-PYRAZOL-3-YL)-2-PHENYLQUINAZOLIN-4-AMINE	"n 5 methyl 1h pyrazol 3 yl 2 phenylquinazolin 4 amine"
DB08455	drugbank	9-(4-HYDROXY-2,6-DIMETHYL-PHENYL)-3,7-DIMETHYL-NONA-4,6,8-TRIENOIC ACID	"9 4 hydroxy 2 6 dimethyl phenyl 3 7 dimethyl nona 4 6 8 trienoic acid"
DB08456	drugbank	3-{[(2,2,5,5-TETRAMETHYL-1-OXO-4-PHENYL-2,5-DIHYDRO-1H-PYRROLIUM-3-YL)METHYL]DISULFANYL}-D-ALANINE	"3 2 2 5 5 tetramethyl 1 oxo 4 phenyl 2 5 dihydro 1h pyrrolium 3 yl methyl disulfanyl d alanine"
DB08457	drugbank	4-(3,5-DIMETHYLPHENOXY)-5-(FURAN-2-YLMETHYLSULFANYLMETHYL)-3-IODO-6-METHYLPYRIDIN-2(1H)-ONE	"4 3 5 dimethylphenoxy 5 furan 2 ylmethylsulfanylmethyl 3 iodo 6 methylpyridin 2 1h one"
DB08458	drugbank	(4-BROMOPHENYL)[4-({(2E)-4-[CYCLOPROPYL(METHYL)AMINO]BUT-2-ENYL}OXY)PHENYL]METHANONE	" 4 bromophenyl 4 2e 4 cyclopropyl methyl amino but 2 enyl oxy phenyl methanone"
DB08459	drugbank	3-chloro-5-[2-chloro-5-(1H-pyrazolo[3,4-b]pyridin-3-ylmethoxy)phenoxy]benzonitrile	"3 chloro 5 2 chloro 5 1h pyrazolo 3 4 b pyridin 3 ylmethoxy phenoxy benzonitrile"
DB08460	drugbank	3-{5-[(6-amino-1H-pyrazolo[3,4-b]pyridin-3-yl)methoxy]-2-chlorophenoxy}-5-chlorobenzonitrile	"3 5 6 amino 1h pyrazolo 3 4 b pyridin 3 yl methoxy 2 chlorophenoxy 5 chlorobenzonitrile"
DB08461	drugbank	3-[(4-AMINO-1-TERT-BUTYL-1H-PYRAZOLO[3,4-D]PYRIMIDIN-3-YL)METHYL]PHENOL	"3 4 amino 1 tert butyl 1h pyrazolo 3 4 d pyrimidin 3 yl methyl phenol"
DB08462	drugbank	N-(4-PHENYLAMINO-QUINAZOLIN-6-YL)-ACRYLAMIDE	"n 4 phenylamino quinazolin 6 yl acrylamide"
DB08463	drugbank	(2R)-2-({9-(1-methylethyl)-6-[(4-pyridin-2-ylbenzyl)amino]-9H-purin-2-yl}amino)butan-1-ol	" 2r 2 9 1 methylethyl 6 4 pyridin 2 ylbenzyl amino 9h purin 2 yl amino butan 1 ol"
DB08464	drugbank	METHYL 3-CHLORO-2-{3-[(2,5-DIHYDROXY-4-METHOXYPHENYL)AMINO]-3-OXOPROPYL}-4,6-DIHYDROXYBENZOATE	"methyl 3 chloro 2 3 2 5 dihydroxy 4 methoxyphenyl amino 3 oxopropyl 4 6 dihydroxybenzoate"
DB08465	drugbank	2-(3-AMINO-2,5,6-TRIMETHOXYPHENYL)ETHYL 5-CHLORO-2,4-DIHYDROXYBENZOATE	"2 3 amino 2 5 6 trimethoxyphenyl ethyl 5 chloro 2 4 dihydroxybenzoate"
DB08466	drugbank	5-[2-(4-hydroxyphenyl)ethyl]benzene-1,3-diol	"5 2 4 hydroxyphenyl ethyl benzene 1 3 diol"
DB08467	drugbank	6-(2,3,4,5,6,7-HEXAHYDRO-2,4,4-TRIMETHYL-1-METYLENEINDEN-2-YL)-3-METHYLHEXA-2,4-DIENOIC ACID	"6 2 3 4 5 6 7 hexahydro 2 4 4 trimethyl 1 metyleneinden 2 yl 3 methylhexa 2 4 dienoic acid"
DB08469	drugbank	tert-butyl 4-(3-thiophen-2-yl-1,2,4-oxadiazol-5-yl)piperidine-1-carboxylate	"tert butyl 4 3 thiophen 2 yl 1 2 4 oxadiazol 5 yl piperidine 1 carboxylate"
DB08470	drugbank	3-(4-fluorophenyl)-5-phenyl-4H-1,2,4-triazole	"3 4 fluorophenyl 5 phenyl 4h 1 2 4 triazole"
DB08471	drugbank	1-(thiophen-2-ylacetyl)-4-(3-thiophen-2-yl-1,2,4-oxadiazol-5-yl)piperidine	"1 thiophen 2 ylacetyl 4 3 thiophen 2 yl 1 2 4 oxadiazol 5 yl piperidine"
DB08472	drugbank	(3R)-N-methyl-3-phenyl-3-[4-(trifluoromethyl)phenoxy]propan-1-amine	" 3r n methyl 3 phenyl 3 4 trifluoromethyl phenoxy propan 1 amine"
DB08473	drugbank	5,6-dichloro-1-beta-D-ribofuranosyl-1H-benzimidazole	"5 6 dichloro 1 beta d ribofuranosyl 1h benzimidazole"
DB08474	drugbank	3-(CARBOXYAMIDE(2-CARBOXYAMIDE-2-TERTBUTYLETHYL))PENTAN	"3 carboxyamide 2 carboxyamide 2 tertbutylethyl pentan"
DB08475	drugbank	[(4R)-2,2-DIMETHYL-1,3-DIOXOLAN-4-YL]METHYL HYDROGEN HEX-5-ENYLPHOSPHONATE	" 4r 2 2 dimethyl 1 3 dioxolan 4 yl methyl hydrogen hex 5 enylphosphonate"
DB08476	drugbank	3-AMINO-AZACYCLOTRIDECAN-2-ONE	"3 amino azacyclotridecan 2 one"
DB08477	drugbank	5-chloro-N-({(5S)-2-oxo-3-[4-(3-oxomorpholin-4-yl)phenyl]-1,3-oxazolidin-5-yl}methyl)thiophene-2-carboxamide	"5 chloro n 5s 2 oxo 3 4 3 oxomorpholin 4 yl phenyl 1 3 oxazolidin 5 yl methyl thiophene 2 carboxamide"
DB08478	drugbank	N-[2-chloro-5-(trifluoromethyl)phenyl]imidodicarbonimidic diamide	"n 2 chloro 5 trifluoromethyl phenyl imidodicarbonimidic diamide"
DB08479	drugbank	N-(3,5-dimethoxyphenyl)imidodicarbonimidic diamide	"n 3 5 dimethoxyphenyl imidodicarbonimidic diamide"
DB08480	drugbank	4-HYDROXY-N-PROPARGYL-1(R)-AMINOINDAN	"4 hydroxy n propargyl 1 r aminoindan"
DB08481	drugbank	4-METHYL-N-{(5E)-5-[(5-METHYL-2-FURYL)METHYLENE]-4-OXO-4,5-DIHYDRO-1,3-THIAZOL-2-YL}BENZENESULFONAMIDE	"4 methyl n 5e 5 5 methyl 2 furyl methylene 4 oxo 4 5 dihydro 1 3 thiazol 2 yl benzenesulfonamide"
DB08482	drugbank	[[1-[N-HYDROXY-ACETAMIDYL]-3-METHYL-BUTYL]-CARBONYL-LEUCINYL]-ALANINE ETHYL ESTER	" 1 n hydroxy acetamidyl 3 methyl butyl carbonyl leucinyl alanine ethyl ester"
DB08484	drugbank	4-AMINO-N-[(2-SULFANYLETHYL)CARBAMOYL]BENZENESULFONAMIDE	"4 amino n 2 sulfanylethyl carbamoyl benzenesulfonamide"
DB08485	drugbank	(1S,4S,5S)-1,4,5-TRIHYDROXY-3-[3-(PHENYLTHIO)PHENYL]CYCLOHEX-2-ENE-1-CARBOXYLIC ACID	" 1s 4s 5s 1 4 5 trihydroxy 3 3 phenylthio phenyl cyclohex 2 ene 1 carboxylic acid"
DB08486	drugbank	2-{4-[(3,5-DIMETHYLANILINO)-CARBONYL-METHYL]-PHENOXY}-2-METHYLPROPIONIC ACID	"2 4 3 5 dimethylanilino carbonyl methyl phenoxy 2 methylpropionic acid"
DB08487	drugbank	3-({4-[(6-CHLORO-1-BENZOTHIEN-2-YL)SULFONYL]-2-OXOPIPERAZIN-1-YL}METHYL)BENZENECARBOXIMIDAMIDE	"3 4 6 chloro 1 benzothien 2 yl sulfonyl 2 oxopiperazin 1 yl methyl benzenecarboximidamide"
DB08488	drugbank	4-{[(E)-2-(5-CHLOROTHIEN-2-YL)VINYL]SULFONYL}-1-(1H-PYRROLO[3,2-C]PYRIDIN-2-YLMETHYL)PIPERAZIN-2-ONE	"4 e 2 5 chlorothien 2 yl vinyl sulfonyl 1 1h pyrrolo 3 2 c pyridin 2 ylmethyl piperazin 2 one"
DB08489	drugbank	N4-HYDROXY-2-ISOBUTYL-N1-(9-OXO-1,8-DIAZA-TRICYCLO[10.6.1.013,18]NONADECA-12(19),13,15,17-TETRAEN-10-YL)-SUCCINAMIDE	"n4 hydroxy 2 isobutyl n1 9 oxo 1 8 diaza tricyclo 10 6 1 013 18 nonadeca 12 19 13 15 17 tetraen 10 yl succinamide"
DB08490	drugbank	4-[4-(4-CHLORO-PHENOXY)-BENZENESULFONYLMETHYL]-TETRAHYDRO-PYRAN-4-CARBOXYLIC ACID HYDROXYAMIDE	"4 4 4 chloro phenoxy benzenesulfonylmethyl tetrahydro pyran 4 carboxylic acid hydroxyamide"
DB08491	drugbank	N-HYDROXY-2-[4-(4-PHENOXY-BENZENESULFONYL)-TETRAHYDRO-PYRAN-4-YL]-ACETAMIDE	"n hydroxy 2 4 4 phenoxy benzenesulfonyl tetrahydro pyran 4 yl acetamide"
DB08492	drugbank	(2E)-3-(2-OCT-1-YN-1-YLPHENYL)ACRYLIC ACID	" 2e 3 2 oct 1 yn 1 ylphenyl acrylic acid"
DB08493	drugbank	5-METHYL-3-(9-OXO-1,8-DIAZA-TRICYCLO[10.6.1.013,18]NONADECA-12(19),13,15,17-TETRAEN-10-YLCARBAMOYL)-HEXANOIC ACID	"5 methyl 3 9 oxo 1 8 diaza tricyclo 10 6 1 013 18 nonadeca 12 19 13 15 17 tetraen 10 ylcarbamoyl hexanoic acid"
DB08494	drugbank	S-{2-[(2-chloro-4-sulfamoylphenyl)amino]-2-oxoethyl} 6-methyl-3,4-dihydroquinoline-1(2H)-carbothioate	"s 2 2 chloro 4 sulfamoylphenyl amino 2 oxoethyl 6 methyl 3 4 dihydroquinoline 1 2h carbothioate"
DB08495	drugbank	4-({4-[(6-CHLORO-1-BENZOTHIEN-2-YL)SULFONYL]-2-OXOPIPERAZIN-1-YL}METHYL)BENZENECARBOXIMIDAMIDE	"4 4 6 chloro 1 benzothien 2 yl sulfonyl 2 oxopiperazin 1 yl methyl benzenecarboximidamide"
DB08497	drugbank	(1S)-2-oxo-1-phenyl-2-[(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-5-yl)amino]ethyl acetate	" 1s 2 oxo 1 phenyl 2 1 3 4 trioxo 1 2 3 4 tetrahydroisoquinolin 5 yl amino ethyl acetate"
DB08498	drugbank	(1S)-1-(3-chlorophenyl)-2-oxo-2-[(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-5-yl)amino]ethyl acetate	" 1s 1 3 chlorophenyl 2 oxo 2 1 3 4 trioxo 1 2 3 4 tetrahydroisoquinolin 5 yl amino ethyl acetate"
DB08499	drugbank	N-[3-(2-fluoroethoxy)phenyl]-N'-(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-6-yl)butanediamide	"n 3 2 fluoroethoxy phenyl n 1 3 4 trioxo 1 2 3 4 tetrahydroisoquinolin 6 yl butanediamide"
DB08500	drugbank	(3S,5R,7R,8S,9S,10R)-7-(hydroxymethyl)-3-(2-naphthyl)-1,6-dioxa-2-azaspiro[4.5]decane-8,9,10-triol	" 3s 5r 7r 8s 9s 10r 7 hydroxymethyl 3 2 naphthyl 1 6 dioxa 2 azaspiro 4 5 decane 8 9 10 triol"
DB08501	drugbank	DIETHYL PROPANE-1,3-DIYLBISCARBAMATE	"diethyl propane 1 3 diylbiscarbamate"
DB08502	drugbank	5-(3,5-DICHLOROPHENYL)THIO-4-ISOPROPYL-1-(PYRIDIN-4-YL-METHYL)-1H-IMIDAZOL-2-YL-METHYL CARBAMATE	"5 3 5 dichlorophenyl thio 4 isopropyl 1 pyridin 4 yl methyl 1h imidazol 2 yl methyl carbamate"
DB08503	drugbank	(3S,5R,7R,8S,9S,10R)-7-(hydroxymethyl)-3-(4-methylphenyl)-1,6-dioxa-2-azaspiro[4.5]decane-8,9,10-triol	" 3s 5r 7r 8s 9s 10r 7 hydroxymethyl 3 4 methylphenyl 1 6 dioxa 2 azaspiro 4 5 decane 8 9 10 triol"
DB08504	drugbank	6-(4-{(1S,2S)-2-AMINO-1-[(DIMETHYLAMINO)CARBONYL]-3-[(3S)-3-FLUOROPYRROLIDIN-1-YL]-3-OXOPROPYL}PHENYL)-1H-[1,2,4]TRIAZOLO[1,5-A]PYRIDIN-4-IUM	"6 4 1s 2s 2 amino 1 dimethylamino carbonyl 3 3s 3 fluoropyrrolidin 1 yl 3 oxopropyl phenyl 1h 1 2 4 triazolo 1 5 a pyridin 4 ium"
DB08505	drugbank	methyl 4-bromo-N-[8-(hydroxyamino)-8-oxooctanoyl]-L-phenylalaninate	"methyl 4 bromo n 8 hydroxyamino 8 oxooctanoyl l phenylalaninate"
DB08506	drugbank	N-{(2S)-3-[(1R)-1-aminoethyl](hydroxy)phosphoryl-2-benzylpropanoyl}-L-phenylalanine	"n 2s 3 1r 1 aminoethyl hydroxy phosphoryl 2 benzylpropanoyl l phenylalanine"
DB08507	drugbank	N-[[2-METHYL-4-HYDROXYCARBAMOYL]BUT-4-YL-N]-BENZYL-P-[PHENYL]-P-[METHYL]PHOSPHINAMID	"n 2 methyl 4 hydroxycarbamoyl but 4 yl n benzyl p phenyl p methyl phosphinamid"
DB08508	drugbank	N-BENZOYL-D-ALANINE	"n benzoyl d alanine"
DB08509	drugbank	1-[6-(2-CHLORO-4-METHYXYPHENOXY)-HEXYL]-IMIDAZOLE	"1 6 2 chloro 4 methyxyphenoxy hexyl imidazole"
DB08510	drugbank	5-ALPHA-PREGNANE-3-BETA-OL-HEMISUCCINATE	"5 alpha pregnane 3 beta ol hemisuccinate"
DB08511	drugbank	6-amino-2-methyl-1,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one	"6 amino 2 methyl 1 7 dihydro 8h imidazo 4 5 g quinazolin 8 one"
DB08512	drugbank	6-amino-2-[(1-naphthylmethyl)amino]-3,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one	"6 amino 2 1 naphthylmethyl amino 3 7 dihydro 8h imidazo 4 5 g quinazolin 8 one"
DB08513	drugbank	[4-({5-(AMINOCARBONYL)-4-[(3-METHYLPHENYL)AMINO]PYRIMIDIN-2-YL}AMINO)PHENYL]ACETIC ACID	" 4 5 aminocarbonyl 4 3 methylphenyl amino pyrimidin 2 yl amino phenyl acetic acid"
DB08514	drugbank	6-amino-2-[(thiophen-2-ylmethyl)amino]-1,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one	"6 amino 2 thiophen 2 ylmethyl amino 1 7 dihydro 8h imidazo 4 5 g quinazolin 8 one"
