code	termino	synonyme
DB00705	drugbank	Delavirdin
DB00705	drugbank	Delavirdina
DB00705	drugbank	Delavirdinum
DB00705	drugbank	N-(2-(1-(3-(Isopropylamino)pyridin-2-yl)piperazine-4-carbonyl)-1H-indol-5-yl)methanesulfonamide
DB00705	drugbank	N-{2-[4-(3-isopropylamino-pyridin-2-yl)-piperazine-1-carbonyl]-1H-indol-5-yl}-methanesulfonamide
DB00706	drugbank	(R)-5-(2-((2-(2-Ethoxyphenoxy)ethyl)amino)propyl)-2-methoxybenzenesulfonamide
DB00706	drugbank	5-[2-[2-(2-Ethoxyphenoxy)ethylamino]propyl]-2-methoxy-benzenesulfonamide
DB00706	drugbank	Tamsulosina
DB00706	drugbank	Tamsulosine
DB00706	drugbank	Tamsulosinum
DB00707	drugbank	Dihaematoporphyrin Ether
DB00707	drugbank	Dihematoporphyrin ether
DB00707	drugbank	Photofrin II
DB00707	drugbank	Porfimer natrium
DB00707	drugbank	Porfimer sodico
DB00707	drugbank	Porfimère sodique
DB00707	drugbank	Porfimerum natricum
DB00708	drugbank	N-(4-(Methoxymethyl)-1-(2-(2-thienyl)ethyl)-4-piperidinyl)-N-phenylpropanamide
DB00708	drugbank	N-(4-(Methoxymethyl)-1-(2-(2-thienyl)ethyl)-4-piperidyl)propionanilide
DB00708	drugbank	Sufentanilo
DB00708	drugbank	Sufentanilum
DB00708	drugbank	Sufentanyl
DB00709	drugbank	(-)-1-((2R,5S)-2-(Hydroxymethyl)-1,3-oxathiolan-5-yl)cytosine
DB00709	drugbank	(-)-2'-Deoxy-3'-thiacytidine
DB00709	drugbank	2',3'-Dideoxy-3'-thiacytidine
DB00709	drugbank	3'-Thia-2',3'-dideoxycytidine
DB00709	drugbank	3TC
DB00709	drugbank	beta-L-2',3'-Dideoxy-3'-thiacytidine
DB00709	drugbank	beta-L-3'-Thia-2',3'-dideoxycytidine
DB00709	drugbank	Epivir
DB00709	drugbank	Lamivudin
DB00709	drugbank	Lamivudina
DB00709	drugbank	Lamivudinum
DB00710	drugbank	Bondronat
DB00710	drugbank	Ibandronic Acid
DB00711	drugbank	Camin
DB00711	drugbank	Carbamazine
DB00711	drugbank	Diethylcarbamazin
DB00711	drugbank	Diéthylcarbamazine
DB00711	drugbank	Diethylcarbamazinum
DB00711	drugbank	Dietilcarbamazina
DB00711	drugbank	N,N-Diethyl-4-methyl-1-piperazinecarboxamide
DB00712	drugbank	(+-)-2-Fluoro-alpha-methyl-4-biphenylacetic acid
DB00712	drugbank	2-(2-Fluorobiphenyl-4-yl)propanoic acid
DB00712	drugbank	2-Fluoro-alpha-methyl-(1,1'-biphenyl)-4-acetic acid
DB00712	drugbank	3-Fluoro-4-phenylhydratropic acid
DB00712	drugbank	Ansaid
DB00712	drugbank	FLP
DB00712	drugbank	Flurbiprofene
DB00712	drugbank	Flurbiprofeno
DB00712	drugbank	Flurbiprofenum
DB00712	drugbank	S-flurbiprofen
DB00713	drugbank	(2S,5R,6R)-3,3-Dimethyl-6-{[(5-methyl-3-phenylisoxazol-4-yl)carbonyl]amino}-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid
DB00713	drugbank	(5-Methyl-3-phenyl-4-isoxazolyl)penicillin
DB00713	drugbank	5-Methyl-3-phenyl-4-isoxazolyl-penicillin
DB00713	drugbank	6beta-(5-Methyl-3-phenylisoxazol-4-yl)penicillanic acid
DB00713	drugbank	Oxacilina
DB00713	drugbank	Oxacilline
DB00713	drugbank	Oxacillinum
DB00713	drugbank	Oxazocillin
DB00713	drugbank	Oxazocilline
DB00714	drugbank	(-)-10,11-Dihydroxyaporphine
DB00714	drugbank	(−)-10,11-dihydroxyaporphine
DB00714	drugbank	(6AR)-6-methyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline-10,11-diol
DB00714	drugbank	(R)-5,6,6a,7-Tetrahydro-6-methyl-4H-dibenzo[de,g]quinoline-10,11-diol
DB00714	drugbank	Apomorphin
DB00714	drugbank	R-(-)-Apomorphine
DB00714	drugbank	R-(−)-apomorphine
DB00715	drugbank	(-)-(3S,4R)-4-(P-Fluorophenyl)-3-((3,4-(methylenedioxy)phenoxy)methyl)piperidine
DB00715	drugbank	(3S-trans)-3-((1,3-Benzodioxol-5-yloxy)methyl)-4-(4-fluorophenyl)piperidine
DB00715	drugbank	Paroxetina
DB00715	drugbank	Paroxetinum
DB00716	drugbank	9-Ethyl-6,9-dihydro-4,6-dioxo-10-propyl-4H-pyrano(3,2-g)chinolin-2,8-dicarbonsaeure
DB00716	drugbank	9-Ethyl-6,9-dihydro-4,6-dioxo-10-propyl-4H-pyrano(3,2-g)quinoline-2,8-dicarboxylic acid
DB00716	drugbank	Nedocromilo
DB00716	drugbank	Nedocromilum
DB00717	drugbank	(17alpha)-17-Ethynyl-17-hydroxyestra-4,8(14),9-trien-3-one
DB00717	drugbank	17-alpha-Ethynyl-17-hydroxy-4-estren-3-one
DB00717	drugbank	17-alpha-Ethynyl-19-norandrost-4-en-17-beta-ol-3-one
DB00717	drugbank	17-alpha-Ethynyl-19-nortestosterone
DB00717	drugbank	17-alpha-Ethynyl-4-estren-17-ol-3-one
DB00717	drugbank	17-beta-Hydroxy-19-norpregn-4-en-20-yn-3-one
DB00717	drugbank	17-Hydroxy-19-nor-17-alpha-pregn-4-en-20-yn-3-one
DB00717	drugbank	17-Hydroxy-19-nor-17alpha-pregn-4-en-20-yn-3-one
DB00717	drugbank	17alpha-Ethinyl-19-nortestosterone
DB00717	drugbank	17alpha-Ethinylestra-4-en-17beta-ol-3-one
DB00717	drugbank	17alpha-Ethynyl-17-hydroxy-4-estren-3-one
DB00717	drugbank	17alpha-Ethynyl-17beta-hydroxy-19-norandrost-4-en-3-one
DB00717	drugbank	17alpha-Ethynyl-19-nor-4-androsten-17beta-ol-3-one
DB00717	drugbank	17alpha-Ethynyl-19-norandrost-4-en-17beta-ol-3-one
DB00717	drugbank	17alpha-Ethynyl-19-nortestosterone
DB00717	drugbank	17alpha-Ethynyl-4-estren-17-ol-3-one
DB00717	drugbank	17beta-Hydroxy-19-norpregn-4-en-20-yn-3-one
DB00717	drugbank	17α-ethinyl-19-nortestosterone
DB00717	drugbank	19-Nor-17-alpha-ethynyl-17-beta-hydroxy-4-androsten-3-one
DB00717	drugbank	19-Nor-17-alpha-ethynylandrosten-17-beta-ol-3-one
DB00717	drugbank	19-Nor-17-alpha-ethynyltestosterone
DB00717	drugbank	19-Nor-17alpha-ethynyl-17beta-hydroxy-4-androsten-3-one
DB00717	drugbank	19-Nor-17alpha-ethynylandrosten-17beta-ol-3-one
DB00717	drugbank	19-Nor-17alpha-ethynyltestosterone
DB00717	drugbank	19-nor-17α-ethynyltestosterone
DB00717	drugbank	19-Nor-ethindrone
DB00717	drugbank	19-Norethisterone
DB00717	drugbank	4-Estren-17alpha-ethynyl-17beta-ol-3-one
DB00717	drugbank	Norethindrone
DB00717	drugbank	Norethisteron
DB00717	drugbank	Norethisteronum
DB00717	drugbank	Noretisterona
DB00718	drugbank	Adéfovir
DB00718	drugbank	Adefovir
DB00718	drugbank	Adefovir dipivoxil
DB00718	drugbank	Adefovir Pivoxil
DB00718	drugbank	Adefovirum
DB00718	drugbank	HePSera
DB00719	drugbank	11-(1-Methyl-4-piperidinylidene)-6,11-dihydro-5H-benzo[5,6]cyclohepta[1,2-b]pyridine
DB00719	drugbank	6,11-Dihydro-11-(1-methyl-4-piperidylidene)-5H-benzo(5,6)cyclohepta(1,2-b)pyridine
DB00719	drugbank	Azatadin
DB00719	drugbank	Azatadina
DB00719	drugbank	Azatadinum
DB00720	drugbank	(Dichloro-phosphono-methyl)-phosphonic acid
DB00720	drugbank	(Dichloromethylene)bisphosphonic acid
DB00720	drugbank	(Dichloromethylene)diphosphonic acid
DB00720	drugbank	Acide Clodronique
DB00720	drugbank	Acido Clodronico
DB00720	drugbank	Acidum Clodronicum
DB00720	drugbank	Clodronsaeure
DB00720	drugbank	Clodronsäure
DB00720	drugbank	Dichloromethanediphosphonic acid
DB00720	drugbank	Dichloromethylene-1,1-bisphosphonic acid
DB00720	drugbank	Dichloromethylene-1,1-diphosphonic acid
DB00720	drugbank	Dichloromethylidene diphosphonate
DB00721	drugbank	2-Diethylaminoethyl p-aminobenzoate
DB00721	drugbank	4-Aminobenzoic acid 2-diethylaminoethyl ester
DB00721	drugbank	beta-(Diethylamino)ethyl 4-aminobenzoate
DB00721	drugbank	beta-(Diethylamino)ethyl P-aminobenzoate
DB00721	drugbank	Novocaine
DB00721	drugbank	p-Aminobenzoic acid 2-diethylaminoethyl ester
DB00721	drugbank	Procaina
DB00721	drugbank	Procainum
DB00721	drugbank	Vitamin H3
DB00721	drugbank	β-(diethylamino)ethyl 4-aminobenzoate
DB00721	drugbank	β-(diethylamino)ethyl p-aminobenzoate
DB00722	drugbank	(S)-1-(N(2)-(1-Carboxy-3-phenylpropyl)-L-lysyl)-L-proline
DB00722	drugbank	[N2-[(S)-1-CARBOXY-3-phenylpropyl]-L-lysyl-L-proline
DB00722	drugbank	Lisinopril anhydrous
DB00722	drugbank	Lisinoprilum
DB00723	drugbank	Méthoxamédrine
DB00723	drugbank	Methoxamin
DB00723	drugbank	Méthoxamine
DB00723	drugbank	Methoxaminum
DB00723	drugbank	Metossamina
DB00723	drugbank	Metoxamina
DB00723	drugbank	Pseudomethoxamine
DB00723	drugbank	Vasoxyl
DB00724	drugbank	1-Isobutyl-1H-imidazo[4,5-c]quinolin-4-amine
DB00724	drugbank	4-Amino-1-isobutyl-1H-imidazo(4,5-c)quinoline
DB00724	drugbank	Imiquimodum
DB00724	drugbank	R 837
DB00724	drugbank	Zartra
DB00725	drugbank	3-alpha-Hydroxy-8-methyl-1-alpha-H,5-alpha-H-tropanium bromide mandelate
DB00725	drugbank	8-Methylhomatropinium bromide
DB00725	drugbank	Homatropine methylbromide
DB00725	drugbank	Homatropini methylbromidum
DB00725	drugbank	Methylbromure d'homatropine
DB00725	drugbank	Methylhomatropine
DB00725	drugbank	Methylhomatropine bromide
DB00725	drugbank	Methylhomatropinum bromatum
DB00725	drugbank	Metilbromuro de homatropina
DB00725	drugbank	Omatropina metilbromuro
DB00725	drugbank	Tropinium methobromide mandelate
DB00726	drugbank	10,11-dihydro-N,N,beta-Trimethyl-5H-dibenz[b,F]azepine-5-propanamine
DB00726	drugbank	5-(gamma-dimethylamino-beta-Methylpropyl)-10,11-dihydro-5H-dibenzo[b,F]azepine
DB00726	drugbank	5-[3-(dimethylamino)-2-Methylpropyl]-10,11-dihydro-5H-dibenz[b,F]azepine
DB00726	drugbank	beta-Methylimipramine
DB00726	drugbank	RP-7162
DB00726	drugbank	Sapilent
DB00726	drugbank	Trimeprimina
DB00726	drugbank	Trimeprimine
DB00726	drugbank	Trimeproprimine
DB00726	drugbank	Trimipramina
DB00726	drugbank	Trimipraminum
DB00727	drugbank	1,2,3-Propanetrioltrinitrate
DB00727	drugbank	1,2,3-Propanetriyl nitrate
DB00727	drugbank	Glycerin trinitrate
DB00727	drugbank	Glycerol trinitrate
DB00727	drugbank	Glycerol, nitric acid triester
DB00727	drugbank	Glyceroli trinitratis 
DB00727	drugbank	Glyceroltrinitrat
DB00727	drugbank	Glyceryl trinitrate
DB00727	drugbank	Minitran
DB00727	drugbank	Natispray
DB00727	drugbank	NG
DB00727	drugbank	Nitro-dur
DB00727	drugbank	Nitroglicerina
DB00727	drugbank	Nitroglycerine
DB00727	drugbank	Nitroglycerol
DB00727	drugbank	Nitrolingual
DB00727	drugbank	Nitromed
DB00727	drugbank	Nitromist
DB00727	drugbank	Nitrostat
DB00727	drugbank	Propane-1,2,3-triyl trinitrate
DB00727	drugbank	Rectogesic
DB00727	drugbank	Transderm nitro
DB00727	drugbank	Trinitrine
DB00727	drugbank	Trinitroglycerin
DB00727	drugbank	Trinitroglycerol
DB00729	drugbank	4-(Diphenylmethylene)-1,1-dimethylpiperidinium methyl sulfate
DB00729	drugbank	Diphemanil methosulfate
DB00729	drugbank	Diphemanil methylsulfat
DB00729	drugbank	Diphemanil metilsulfate
DB00729	drugbank	Diphemanili metilsulfas 
DB00729	drugbank	Métilsulfate de Diphémanil
DB00729	drugbank	Metilsulfato de difemanilo
DB00729	drugbank	N,N-Dimethyl-4-piperidylidene-1,1-diphenylmethane methylsulfate
DB00729	drugbank	P-(alpha-Phenylbenzylidene)-1,1-dimethylpiperidinium methyl sulfate
DB00729	drugbank	Vagophemanil
DB00730	drugbank	2-(1,3-THIAZOL-4-yl)-1H-benzimidazole
DB00730	drugbank	4-(2-Benzimidazolyl)thiazole
DB00730	drugbank	Equizole
DB00730	drugbank	Mintezol
DB00730	drugbank	MK 360
DB00730	drugbank	TBDZ
DB00730	drugbank	TBZ
DB00730	drugbank	Thibenzole
DB00730	drugbank	Tiabendazole
DB00732	drugbank	1-[(3,4-Dimethoxyphenyl)methyl]-2-[3-({5-[(3-{1-[(3,4-dimethoxyphenyl)methyl]-6,7-dimethoxy-2-methyl-1,2,3,4-tetrahydroisoquinolin-2-ium-2-yl}propanoyl)oxy]pentyl}oxy)-3-oxopropyl]-6,7-dimethoxy-2-methyl-1,2,3,4-tetrahydroisoquinolin-2-ium
DB00732	drugbank	Atracurium besilate
DB00732	drugbank	Atracurium dibesylate
DB00733	drugbank	2-PAM
DB00733	drugbank	Pralidoxim
DB00733	drugbank	Pralidoxima
DB00733	drugbank	Pralidoximum
DB00734	drugbank	Risperdal
DB00734	drugbank	risperdone
DB00734	drugbank	Risperidona
DB00734	drugbank	Risperidonum
DB00734	drugbank	Risperin
DB00734	drugbank	Rispolept
DB00734	drugbank	Rispolin
DB00734	drugbank	Sequinan
DB00735	drugbank	Naftifin
DB00735	drugbank	Naftifina
DB00735	drugbank	Naftifinum
DB00735	drugbank	Naftin
DB00736	drugbank	(−)-omeprazole
DB00736	drugbank	(S)-(−)-omeprazole
DB00736	drugbank	(S)-omeprazole
DB00736	drugbank	Esomeprazol
DB00736	drugbank	Ésoméprazole
DB00736	drugbank	Esomeprazolum
DB00736	drugbank	Omeprazole S-form
DB00736	drugbank	Perprazole
DB00737	drugbank	Meclozine
DB00737	drugbank	Nevidoxine
DB00738	drugbank	1,5-Bis(4-amidinophenoxy)pentane
DB00738	drugbank	4,4'-(1,5-Pentanediylbis(oxy))bis-benzenecarboximidamide
DB00738	drugbank	4,4'-(Pentamethylenedioxy)dibenzamidine
DB00738	drugbank	4,4'-Diamidinodiphenoxypentane
DB00738	drugbank	P,P'-(pentamethylenedioxy)dibenzamidine
DB00738	drugbank	Pentamidin
DB00738	drugbank	Pentamidina
DB00738	drugbank	Pentamidindiisetionat
DB00738	drugbank	Pentamidinum
DB00739	drugbank	(2S,5R,6R)-6-[(4R)-2,2-Dimethyl-5-oxo-4-phenylimidazolidin-1-yl]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid
DB00739	drugbank	6beta-[(4R)-2,2-Dimethyl-5-oxo-4-phenylimidazolidin-1-yl]penicillanic acid
DB00739	drugbank	Hetacilina
DB00739	drugbank	Hétacilline
DB00739	drugbank	Hetacillinum
DB00739	drugbank	Phenazacillin
DB00740	drugbank	Riluzol
DB00740	drugbank	Riluzolum
DB00741	drugbank	(11alpha,14beta)-11,17,21-trihydroxypregn-4-ene-3,20-dione
DB00741	drugbank	(11beta)-11,17,21-Trihydroxypregn-4-ene-3,20-dione
DB00741	drugbank	11beta-hydrocortisone
DB00741	drugbank	11beta,17alpha,21-Trihydroxy-4-pregnene-3,20-dione
DB00741	drugbank	11β-hydrocortisone
DB00741	drugbank	17-Hydroxycorticosterone
DB00741	drugbank	4-Pregnen-11beta,17alpha,21-triol-3,20-dione
DB00741	drugbank	Cortisol
DB00741	drugbank	Hidrocortisona
DB00741	drugbank	Hydrocortisonum
DB00741	drugbank	Kendall's compound F
DB00741	drugbank	Reichstein's substance M
DB00742	drugbank	(2R,3R,4R,5R)-Hexane-1,2,3,4,5,6-hexaol
DB00742	drugbank	(2R,3R,4R,5R)-Hexane-1,2,3,4,5,6-hexol
DB00742	drugbank	D-(-)-Mannitol
DB00742	drugbank	D-Mannitol
DB00742	drugbank	e 421
DB00742	drugbank	e-421
DB00742	drugbank	e421
DB00742	drugbank	Fraxinine
DB00742	drugbank	Manitol
DB00742	drugbank	Manna Sugar
DB00742	drugbank	Mannit
DB00742	drugbank	Mannite
DB00742	drugbank	Mannitolum
DB00742	drugbank	Osmitrol
DB00743	drugbank	Acide gadobenique
DB00743	drugbank	Acido gadobenico
DB00743	drugbank	Acidum gadobenicum 
DB00743	drugbank	Gadobenate
DB00743	drugbank	Gadobensäure
DB00744	drugbank	(+-)-1-(1-Benzo[b]thien-2-ylethyl)-1-hydroxyurea
DB00744	drugbank	Leutrol
DB00744	drugbank	N-(1-Benzo(b)thien-2-ylethyl)-N-hydroxyurea
DB00744	drugbank	N-[1-(Benzo[b]thiophen-2-yl)ethyl]-N-hydroxyurea
DB00744	drugbank	Zileutonum
DB00744	drugbank	Zyflo
DB00745	drugbank	Modafinilo
DB00745	drugbank	Modafinilum
DB00745	drugbank	Moderateafinil
DB00745	drugbank	Provigil
DB00746	drugbank	Deferoxamin
DB00746	drugbank	Deferoxamina
DB00746	drugbank	Déferoxamine
DB00746	drugbank	Deferoxaminum
DB00746	drugbank	Deferrioxamine
DB00746	drugbank	Deferrioxamine b
DB00746	drugbank	Desferrioxamine
DB00746	drugbank	DFO
DB00746	drugbank	DFOA
DB00746	drugbank	DFOM
DB00747	drugbank	(-)-hyoscine
DB00747	drugbank	(-)-scopolamine
DB00747	drugbank	(1S,3S,5R,6R,7S)-6,7-Epoxytropan-3-yl (2S)-3-hydroxy-2-phenylpropanoate
DB00747	drugbank	6-beta,7-beta-Epoxy-3-alpha-tropanyl S-(-)-tropate
DB00747	drugbank	6,7-Epoxytropine tropate
DB00747	drugbank	alpha-(Hydroxymethyl)benzeneacetic acid 9-methyl-3-oxa-9-azatricyclo(3.3.1.0(2.4))non-7-yl ester
DB00747	drugbank	Hyoscine
DB00747	drugbank	scopine (-)-tropate
DB00747	drugbank	scopine (−)-tropate
DB00747	drugbank	Scopolamine hydrobromide
DB00748	drugbank	(+-)-Carbinoxamine
DB00748	drugbank	{2-[(4-chloro-phenyl)-pyridin-2-yl-methoxy]-ethyl}-dimethyl-amine
DB00748	drugbank	2-(P-chloro-alpha-(2-(dimethylamino)Ethoxy)benzyl)pyridine
DB00748	drugbank	Carbinoxamin
DB00748	drugbank	Carbinoxamina
DB00748	drugbank	Carbinoxamine base
DB00748	drugbank	Carbinoxaminum
DB00748	drugbank	Paracarbinoxamine
DB00749	drugbank	(+-)-1,8-Diethyl-1,3,4,9-tetrahydropyrano(3,4-b)indole-1-acetic acid
DB00749	drugbank	(1,8-Diethyl-1,3,4,9-tetrahydro-pyrano[3,4-b]indol-1-yl)-acetic acid
DB00749	drugbank	1,3,4,9-Tetrahydro-1,8-diethylpyrano(3,4-b)indole-1-acetic acid
DB00749	drugbank	1,8-Diethyl-1,3,4,9-tetrahydropyrano(3,4-b)indole-1-acetic acid
DB00749	drugbank	1,8-Diethyl-1,3,4,9-tetrahydropyrano[3,4-b]indol-1-ylacetic acid
DB00749	drugbank	Étodolac
DB00749	drugbank	Etodolaco
DB00749	drugbank	Etodolacum
DB00749	drugbank	Etodolic acid
DB00749	drugbank	Etodolsäure
DB00750	drugbank	2-(Propylamino)-O-propionotoluidide
DB00750	drugbank	2-Methyl-alpha-propylaminopropionanilide
DB00750	drugbank	alpha-N-Propylamino-2-methylpropionanilide
DB00750	drugbank	N-(2-Methylphenyl)-2-(propylamino)propanamide
DB00750	drugbank	O-Methyl-2-propylaminopropionanilide
DB00750	drugbank	O-Methyl-alpha-propylaminopropionanilide
DB00750	drugbank	Prilocain
DB00750	drugbank	Prilocaina
DB00750	drugbank	Prilocaïne
DB00750	drugbank	Prilocaine base
DB00750	drugbank	Prilocainum
DB00750	drugbank	Propitocaine
DB00751	drugbank	(+-)-Epinastine
DB00751	drugbank	3-amino-9,13b-dihydro-1H-Dibenz(c,F)imidazo(1,5-a)azepine
DB00751	drugbank	Epinastin
DB00751	drugbank	Epinastina
DB00751	drugbank	Epinastinum
DB00752	drugbank	Parnate
DB00752	drugbank	Tranilcipromina
DB00752	drugbank	Transamine
DB00752	drugbank	Tranylcypromin
DB00752	drugbank	Tranylcyprominum
DB00753	drugbank	1-chloro-2,2,2-Trifluoroethyl difluoromethyl ether
DB00753	drugbank	Aerrane
DB00753	drugbank	Ethane
DB00753	drugbank	Forane
DB00753	drugbank	Forene
DB00753	drugbank	Isoflurano
DB00753	drugbank	Isofluranum
DB00754	drugbank	(+-)-3-Ethyl-5-phenylhydantoin
DB00754	drugbank	1-Ethyl-2,5-dioxo-4-phenylimidazolidine
DB00754	drugbank	3-Ethyl-5-phenyl-2,4-imidazolidinedione
DB00754	drugbank	3-Ethyl-5-phenyl-imidazolidine-2,4-dione
DB00754	drugbank	3-Ethyl-5-phenylhydantoin
DB00754	drugbank	3-Ethyl-5-phenylimidazolidin-2,4-dione
DB00754	drugbank	Ethotoïne
DB00754	drugbank	Ethotoinum
DB00754	drugbank	Etotoina
DB00755	drugbank	(all-e)-3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoic acid
DB00755	drugbank	3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexene-1-yl)-2,4,6,8-nonatetraenoic acid (ecl)
DB00755	drugbank	Acide retinoique (french) (dsl)
DB00755	drugbank	AGN 100335
DB00755	drugbank	All Trans Retinoic Acid
DB00755	drugbank	All Trans-Retinoic Acid
DB00755	drugbank	all-(e)-Retinoic acid
DB00755	drugbank	all-trans-beta-Retinoic acid
DB00755	drugbank	all-trans-Retinoic acid
DB00755	drugbank	all-trans-Tretinoin
DB00755	drugbank	all-trans-Vitamin a acid
DB00755	drugbank	all-trans-Vitamin a1 acid
DB00755	drugbank	ATRA
DB00755	drugbank	beta-Retinoic acid
DB00755	drugbank	Eudyna
DB00755	drugbank	Renova
DB00755	drugbank	Retin-a
DB00755	drugbank	RETINOIC acid
DB00755	drugbank	Retionic Acid
DB00755	drugbank	Retisol-a
DB00755	drugbank	Ro 1-5488
DB00755	drugbank	Solage
DB00755	drugbank	Stieva-a
DB00755	drugbank	trans-Retinoic acid
DB00755	drugbank	Tretin m
DB00755	drugbank	Tretinoina
DB00755	drugbank	Trétinoïne
DB00755	drugbank	Tretinoine (french) (einecs)
DB00755	drugbank	Tretinoinum
DB00755	drugbank	Vesanoid
DB00755	drugbank	Vitamin A acid
DB00755	drugbank	Vitinoin
DB00756	drugbank	2,2'-Dihydroxy-3,3',5,5',6,6'-hexachlorodiphenylmethane
DB00756	drugbank	2,2'-Dihydroxy-3,5,6,3',5',6'-hexachlorodiphenylmethane
DB00756	drugbank	2,2'-Methanediylbis(3,4,6-trichlorophenol)
DB00756	drugbank	2,2',3,3',5,5'-Hexachloro-6,6'-dihydroxydiphenylmethane
DB00756	drugbank	Acigena
DB00756	drugbank	Almederm
DB00756	drugbank	Armohex
DB00756	drugbank	Bis(2-hydroxy-3,5,6-trichlorophenyl)methane
DB00756	drugbank	Bis(3,5,6-trichloro-2-hydroxyphenyl)methane
DB00756	drugbank	Distodin
DB00756	drugbank	Esaclorofene
DB00756	drugbank	Exofene
DB00756	drugbank	Gamophen
DB00756	drugbank	Gamophene
DB00756	drugbank	Germa-medica
DB00756	drugbank	Hexa-germ
DB00756	drugbank	Hexabalm
DB00756	drugbank	Hexachlorophenum
DB00756	drugbank	Hexaclorofeno
DB00756	drugbank	Hexafen
DB00756	drugbank	Hexascrub
DB00756	drugbank	Hexide
DB00756	drugbank	Nabac
DB00756	drugbank	Phiso-scrub
DB00756	drugbank	Phisodan
DB00756	drugbank	Septi-soft
DB00756	drugbank	Septisol
DB00756	drugbank	Septofen
DB00756	drugbank	Solu-heks
DB00756	drugbank	Soy-dome
DB00756	drugbank	Staphene O
DB00756	drugbank	Ster-zac
DB00756	drugbank	Steral
DB00756	drugbank	Steraskin
DB00756	drugbank	Surgi-cen
DB00756	drugbank	Surgi-cin
DB00756	drugbank	Surofene
DB00756	drugbank	Tersaseptic
DB00756	drugbank	Turgex
DB00757	drugbank	Dolasétron
DB00757	drugbank	Dolasetronum
DB00758	drugbank	(+)-Clopidogrel
DB00758	drugbank	Clopidogrelum
DB00759	drugbank	(4S,4AS,5as,12as)-4-(dimethylamino)-1,4,4a,5,5a,6,11,12a-octahydro-3,6,10,12,12a-pentahydroxy-6-methyl-1,11-dioxo-2-naphthacenecarboxamide
DB00759	drugbank	Abramycin
DB00759	drugbank	Achromycin
DB00759	drugbank	Anhydrotetracycline
DB00759	drugbank	Deschlorobiomycin
DB00759	drugbank	Liquamycin
DB00759	drugbank	Tetracyclin
DB00759	drugbank	Tétracycline
DB00759	drugbank	Tetracyclinum
DB00759	drugbank	Tetrazyklin
DB00759	drugbank	Tsiklomitsin
DB00760	drugbank	(1R,5S,6S)-2-[(3S,5S)-5-DIMETHYLAMINOCARBONYLPYRROLIDIN-3-ylthio]-6-[(R)-1-hydroxyethyl]-1-methylcarbapen-2-em-3-carboxylic acid
DB00760	drugbank	(4R,5S,6S)-3-{[(3S,5S)-5-(dimethylcarbamoyl)pyrrolidin-3-yl]thio}-6-[(1R)-1-hydroxyethyl]-4-methyl-7-oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid
DB00760	drugbank	Antibiotic sm 7338
DB00760	drugbank	Meropenem anhydrous
DB00760	drugbank	Meropenem Hydrate
DB00760	drugbank	Meropenem trihydrate
DB00760	drugbank	Meropenemum
DB00760	drugbank	Meropenemum trihydricum
DB00761	drugbank	[KCl]
DB00761	drugbank	Chlorid draselny
DB00761	drugbank	Chloride of potash
DB00761	drugbank	Kaliumchlorid
DB00761	drugbank	Kaon-CL 10
DB00761	drugbank	KCl
DB00761	drugbank	Klor-CON
DB00761	drugbank	Klotrix
DB00761	drugbank	Monopotassium chloride
DB00761	drugbank	Muriate of potash
DB00761	drugbank	Sylvite
DB00762	drugbank	Biotecan
DB00762	drugbank	Camptothecin-11
DB00763	drugbank	1-METHYL-1,3-dihydro-2H-imidazole-2-thione
DB00763	drugbank	1-Methylimidazole-2(3H)-thione
DB00763	drugbank	Danantizol
DB00763	drugbank	Favistan
DB00763	drugbank	Mercazolyl
DB00763	drugbank	Strumazol
DB00763	drugbank	Tapazole
DB00763	drugbank	Thacapzol
DB00763	drugbank	Thiamazol
DB00763	drugbank	Thiamazole
DB00763	drugbank	Thiamazolum
DB00763	drugbank	Tiamazol
DB00763	drugbank	USAF el-30
DB00764	drugbank	(+)-Mometasone
DB00764	drugbank	Mometason
DB00764	drugbank	Mometason furoat-1-Wasser
DB00764	drugbank	Mometasona
DB00764	drugbank	Mométasone
DB00764	drugbank	Mométasone (furoate de)
DB00764	drugbank	Mometasone Furoate
DB00764	drugbank	Mometasone Furoate Hydrate
DB00764	drugbank	Mometasonfuroat 
DB00764	drugbank	Mometasoni furoas 
DB00764	drugbank	Mometasonum
DB00765	drugbank	(-)-alpha-Methyl-L-tyrosine
DB00765	drugbank	(S)-alpha-Methyltyrosine
DB00765	drugbank	alpha-Methyl-L-P-tyrosine
DB00765	drugbank	alpha-Methyl-P-tyrosine
DB00765	drugbank	alpha-Methyl-para-tyrosine
DB00765	drugbank	alpha-Methyltyrosine
DB00765	drugbank	L-alpha-Methyltyrosine
DB00765	drugbank	Methyltyrosine
DB00765	drugbank	Metirosin
DB00765	drugbank	Metirosina
DB00765	drugbank	Métirosine
DB00765	drugbank	Metirosine
DB00765	drugbank	Metirosinum
